Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Hur fick du reda på information om iZettle?,"2. 2. Hur nöjd är du i helhet med iZettle, på en skala 1 till 10?",3. 3. Hur sannolikt är det att du skulle rekommendera iZettle till en vän eller kollega?,"4.1. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Vår kommunikation (t.ex. om nya funktioner, tips och trick, kontouppdateringar)","4.2. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Utbetalningar","4.3. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Kortläsare","4.4. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Att ta betalt","4.5. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Att erbjuda kunder kvitton","4.6. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Kompatibilitet med tillbehör (t.ex. skrivare, ställ, streckkodsläsare osv.)

","4.7. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Kundsupport","4.8. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Det totala beloppet du kan acceptera per kortbetalning","4.9. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Transaktionsavgifter","4.10. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Ditt konto på my.izettle.com","4.11. 4. Ange på en skala från 1 till 5, hur nöjd du är med: Försäljningsrapporter",5. 5. Vilka av följande produkter/tjänster/lösningar tror eller vet du att iZettle kan erbjuda småföretag?,,,,,,,,,,,6. 6. Vi vill alltid utvecklas och förbättra tjänsten för våra kunder. Ange nedan om det finns något du är missnöjd med:,7. 7. Vi vill alltid utvecklas och förbättra tjänsten för våra kunder. Ange nedan om det är någon funktion som du saknar idag:
2019-08-18 06:30:46 UTC,2019-08-18 06:35:17 UTC,completed,ios,Safari 12.1.1,3d2d8704-7a1d-11e9-b164-22da8953c0eb,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,9,10,5,5,5,5,5,5,5,5,2,5,5,Kortläsare,,Lagerhanteringverktyg,,,,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,"Återkom när jag haft den längre, just nu är jag nöjd som det är",Att på något sätt se swishen på skärmen när de Swishar
2019-08-18 15:53:22 UTC,2019-08-18 15:58:40 UTC,completed,android,Chrome 76.0.3809.111,7ecd3c10-a32f-11e8-965d-09715853ca0d,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Via internet (Google),8,10,4,NA,NA,NA,2,4,4,5,3,4,5,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,Kundlojalitetsverktyg (CRM),Faktura,,Kassakvitton går fortfarande inte med automatik måste flytta markör manuellt,Kvittoautomatik fungerar ej måste flytta markör manuellt
2019-08-19 17:27:09 UTC,2019-08-19 17:30:09 UTC,completed,ios,Safari 12.1.1,c42d1fd0-a3e5-11e8-b9ec-e39b65575540,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,10,10,4,5,5,5,5,5,5,4,3,5,5,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,Faktura,,Vet ej,Vet ej
2019-08-20 09:00:04 UTC,2019-08-20 09:06:34 UTC,completed,windows,Chrome 76.0.3809.100,c6603370-a398-11e8-90da-322f5a8c5595,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",10,10,5,1,2,5,5,5,5,1,1,5,5,,,,,,,,,,,Inget av ovanstående alternativ,Att ni tar mycket betalt varje transaktioner,inget
2019-08-20 16:04:02 UTC,2019-08-20 16:06:29 UTC,completed,ios,Safari 12.1.2,8e60f1f0-a4a4-11e8-a10f-3930bef1e98d,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",8,5,5,5,2,4,4,3,5,2,2,2,5,Kortläsare,,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,,Faktura,,"Prissättningen är det enda negativa, samt en viss ovillighet att tex ge rabatt på tillbehör.",Ej ngt speciellt
2019-08-20 17:27:09 UTC,2019-08-20 17:30:12 UTC,completed,ios,Safari 12.1.1,e9d962f4-7bc4-11e9-864c-49899d9682a4,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,10,10,NA,5,5,5,5,5,NA,NA,5,4,5,Kortläsare,Kassasystem/Point-of-sale system,,,,Kassaregister/Kassatillbehör,,,,Faktura,,"Inget, vår relativt lilla verksamhet täcker tjänsten redan in på ett bra sätt",Nej
2019-08-22 16:14:17 UTC,2019-08-22 16:20:47 UTC,completed,android,Chrome 76.0.3809.111,2a0bb220-a5ea-11e8-9ee4-cd9df45a951d,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,8,9,4,5,5,5,5,2,2,4,4,5,5,Kortläsare,,,,,,,,,,,Inget,Inget
2019-08-22 18:45:56 UTC,2019-08-22 18:50:41 UTC,completed,ios,Safari 12.1.2,abc91822-7e0a-11e9-a83e-b7fdf8a3b097,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Har använt det tidigare.,10,10,4,5,5,5,NA,NA,NA,NA,5,NA,5,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,Kundlojalitetsverktyg (CRM),Faktura,,Svårt att hitta insättningkvitton för utskrift.,Nej
2019-08-22 18:59:35 UTC,2019-08-22 19:17:48 UTC,completed,ios,Safari 12.1.2,cf3bdd10-7e20-11e9-9fcc-f64ea40e34e6,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Via internet (Google),10,10,5,5,4,5,5,5,5,5,3,5,5,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,Analyseringsverktyg,,,Faktura,,"A little lower fees on the card payment would be great, as well lower price for the card reader and dock 2. Overall really happy with the service and hands up for the plugin that allows me to connect my woocommerce website to the IZettle kassa. Thanks for the support",Partial payment or mixed payment card/cash. Sometimes customers want to pay some part in cash and rest with card. We couldn’t find such option
2019-08-23 18:14:21 UTC,2019-08-23 18:16:50 UTC,completed,android,Chrome 76.0.3809.111,0f4ed6ac-7efb-11e9-883c-9b5639ca175d,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,6,7,5,2,4,4,4,NA,3,NA,2,4,4,Kortläsare,,,,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,Se till så ert kassaregister även fungerar på android,Kassaregister som funkar på android
2019-08-24 16:58:56 UTC,2019-08-24 17:02:10 UTC,completed,android,Chrome 76.0.3809.111,03a018a0-a7d0-11e8-8bd7-ee8cf8f05fe9,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Sociala medier,8,8,5,5,5,5,5,3,4,4,4,4,4,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,Kundlojalitetsverktyg (CRM),Faktura,,Nej,Nej
2019-08-25 12:05:32 UTC,2019-08-25 12:08:21 UTC,completed,windows,Microsoft Edge 17.17134,b4b88f66-7e38-11e9-aaf9-9f174e24ec27,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,8,10,5,5,4,4,5,3,4,3,1,4,4,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,lägre avgifter!,ingen
2019-08-25 18:31:26 UTC,2019-08-25 18:36:45 UTC,completed,ios,Safari 12.1.2,e1f0f47e-8085-11e9-8022-4d6faccca8b7,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",10,10,NA,5,5,5,5,5,5,5,3,5,5,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,Faktura,,inte missnöjd alls. Älskar ert system och hur lätt det är med allt.,Alla funktioner vi använder finns.
2019-08-26 18:18:19 UTC,2019-08-26 18:21:54 UTC,completed,ios,Safari 12.1.2,79150e4a-814d-11e9-8f4d-d068ad30247f,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Via internet (Google),10,10,4,5,5,5,5,NA,NA,5,2,3,4,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,,Faktura,,Svårt med bokföring,Vet ej
2019-08-27 17:22:03 UTC,2019-08-27 17:26:54 UTC,completed,android,Chrome 76.0.3809.111,65c759c4-8148-11e9-8ee8-be4e58a2a363,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,7,7,4,4,5,5,5,5,5,2,2,4,5,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,Kundlojalitetsverktyg (CRM),Faktura,Inget av ovanstående alternativ,Väldigt lätt att handla o lägga till tjänster via klick. måste ringa för att säg upp ett tex kassaregister. Borde bara vara en bock att kryssa i. Men överhuvudtaget nöjd med iZettle,lättare att ställa på och av kassaregister
2019-08-27 18:14:28 UTC,2019-08-27 18:28:28 UTC,completed,ios,Safari 12.1.2,6fe81b54-81d5-11e9-991b-f4cd38b16850,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,7,7,4,5,3,4,3,NA,NA,NA,3,4,4,Kortläsare,Kassasystem/Point-of-sale system,,Företagsfinansiering,,Kassaregister/Kassatillbehör,Analyseringsverktyg,,,Faktura,,Har ett par av första generationen iZettle Reader bluetooth som strular ganska mycket. Måste tvångsavsluta appen varje gång vi ska ta betalt. Var noggranna med att uppdateringar mm även hänger med på äldre produkter. Känns som detta är mjukvarurelaterat.,Ingen bra idé på lager
2019-08-27 19:10:03 UTC,2019-08-27 19:12:11 UTC,completed,ios,Safari 12.1.2,f0af3a10-a9f4-11e8-b2ec-9ff9137e3d97,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",8,8,4,4,3,4,3,NA,NA,3,2,3,3,Kortläsare,Kassasystem/Point-of-sale system,,,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,Inget direkt!,Inget direkt
2019-08-28 06:44:45 UTC,2019-08-28 06:52:29 UTC,completed,mac,Firefox 68.0,bc448f3c-820c-11e9-9244-b69f3f50cf14,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",8,8,4,5,5,4,4,4,4,3,3,4,4,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,"bättre stabilitet för bluetooth enheterna så de inte hoppar ur sin anslutning, som jag upplever att de gör ibland.",Nej inte för det jag använder systemet till.
2019-08-28 14:42:43 UTC,2019-08-28 14:45:02 UTC,completed,ios,Safari 12.1.1,fddc9564-81aa-11e9-a620-ef3115a76800,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,6,8,5,5,1,2,4,NA,4,4,4,5,5,Kortläsare,,,,,,,,,,,Kortläsarna är väldigt sega och krånglar väldigt ofta,’
2019-08-28 18:11:53 UTC,2019-08-28 18:14:19 UTC,completed,ios,Safari 12.1.2,8af42c50-aac4-11e8-bc69-a42e28e1247a,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Via internet (Google),9,9,4,5,4,4,4,4,4,4,4,4,4,Kortläsare,Kassasystem/Point-of-sale system,,,,Kassaregister/Kassatillbehör,,,,Faktura,,Inget,Kundregister
2019-08-29 18:18:36 UTC,2019-08-29 18:20:16 UTC,completed,ios,Safari 12.1.2,b861f2da-83db-11e9-a4f9-9342089e1949,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",10,10,4,4,4,5,5,5,5,4,3,5,5,Kortläsare,,Lagerhanteringverktyg,,,Kassaregister/Kassatillbehör,,,,Faktura,,Ingenting! :),Ingenting!
2019-08-29 19:08:45 UTC,2019-08-29 19:12:02 UTC,completed,android,Chrome 67.0.3396.87,e64a3f20-a9f4-11e8-bab5-a41bd537486e,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,6,6,4,5,5,5,5,NA,NA,NA,NA,NA,NA,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,Inget just nu,Kommer inte på något
2019-08-29 20:52:17 UTC,2019-08-29 20:55:44 UTC,completed,ios,Safari 12.1.1,41e23190-abc5-11e8-8a2a-8d94be21f884,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",10,10,5,5,5,5,5,5,NA,5,5,5,5,Kortläsare,Kassasystem/Point-of-sale system,,Företagsfinansiering,,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,,,,Att den förra kortläsaren inte längre gick att uppdatera så jag var tvungen att köpa en ny,Nej
2019-08-30 05:55:03 UTC,2019-08-30 05:59:26 UTC,completed,android,Chrome 67.0.3396.87,3da43d3a-83b0-11e9-86cc-06a64686caaf,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,9,9,NA,5,5,5,NA,NA,3,5,4,4,3,Kortläsare,,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,Faktura,,Alla tjänster finns inte på appen.,vet ej
2019-08-30 21:18:20 UTC,2019-08-30 21:22:39 UTC,completed,ios,Safari 12.1.2,e53133cc-846f-11e9-a779-6f7218790af3,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",8,10,4,5,5,4,5,NA,5,NA,2,4,5,Kortläsare,,,,,Kassaregister/Kassatillbehör,,,,Faktura,,Transaktionsavgiften är hög,Funktion att rabattera EN vara i kundkorgen och inte hela beloppet.
2019-08-31 14:31:43 UTC,2019-08-31 14:34:58 UTC,completed,android,Chrome 74.0.3729.157,53e2b1b0-ac8a-11e8-b3cd-1da0b9d66a47,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",8,10,4,4,4,5,5,3,5,4,4,5,5,Kortläsare,Kassasystem/Point-of-sale system,,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,Faktura,,Att det inte finns möjlighet att erbjuda kunderna delbetalning som tex Klarna.,Delbetalning för kunderna.
2019-08-31 18:24:04 UTC,2019-08-31 18:26:41 UTC,completed,ios,Safari 12.1.2,0a1fb438-856f-11e9-b6cd-49b51ec13f6b,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Via internet (Google),9,9,3,5,4,4,4,NA,NA,4,3,4,4,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,,Faktura,,N/a,N/a
2019-08-31 18:28:59 UTC,2019-08-31 18:33:15 UTC,completed,ios,Safari 12.1.2,84bb50a8-84fc-11e9-91de-52227cd92d43,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,6,6,3,4,3,4,3,3,2,4,2,2,4,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,"Vill kunna ta betalt med kort och kontant vid samma köp.
När jag uppdaterar lagret i min telefon så ska det uppdaterad i alla andras appar också.",Samma som nr 6
2019-09-01 18:27:48 UTC,2019-09-01 22:39:11 UTC,completed,ios,Safari 12.1,faae30ee-8602-11e9-8d89-9ce96a8c4b84,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Via internet (Google),7,7,2,3,3,4,5,NA,1,5,1,3,3,Kortläsare,Kassasystem/Point-of-sale system,,,,Kassaregister/Kassatillbehör,,,,,,"Kortläsaren hängde sig/fungerade inte då och då, även om vi hade bra internet.","Det saknas att man kan dölja den totala summan av den dagliga försäljningen på  personalkonton. Som företagets ägare tycker vi att det är obehagligt att anställda ska se försäljningssumman. Summan blir tillgänglig när kassan ska stängas. Det är enligt oss inte nödvändigt. 
Tack för att ni frågar."
2019-09-01 18:28:10 UTC,2019-09-01 18:30:19 UTC,completed,ios,Safari 12.1.2,d8e4cb2c-85d4-11e9-b3f3-fd7e51f3fe75,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",8,8,3,4,4,4,4,4,4,4,4,3,3,Kortläsare,Kassasystem/Point-of-sale system,,,,,,,,Faktura,,Nej,Inte i nuläget
2019-09-02 05:05:58 UTC,2019-09-02 05:13:28 UTC,completed,windows,Chrome 76.0.3809.132,a47e1c00-adc9-11e8-ab8a-ef157c7ec34b,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Via internet (Google),10,10,5,5,5,5,5,5,5,5,2,3,3,Kortläsare,,,,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,,,bättra system till produkt bibliotek - tex som backoffice i en webshop,lagerhantering mellan Izettle och Prestashop
2019-09-03 12:06:30 UTC,2019-09-03 12:11:10 UTC,completed,ios,Safari 12.1.1,c1492004-85c9-11e9-9c4b-df1c3f2545c4,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Kompis ,8,8,4,4,4,4,5,5,4,4,4,4,5,,Kassasystem/Point-of-sale system,,,,,,,,Faktura,,"App for online forsaljning kopplat till iZettle och skrivare, mat",App for mat bestallning kopplat till kassan och skrivare
2019-09-03 16:00:37 UTC,2019-09-03 16:04:19 UTC,completed,ios,Safari 12.1.2,4b0f0d26-85f2-11e9-8142-c8ca872d1026,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Genom rekommendationer från någon,6,6,4,4,4,4,4,NA,NA,4,2,4,4,Kortläsare,,Lagerhanteringverktyg,,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,Transaktionsavgiften är något för hög,Att flera handappatater kan vara anslutna till samma kortläsare samtidigt
2019-09-04 07:02:45 UTC,2019-09-04 07:06:46 UTC,completed,ios,Safari 12.1.2,238d2f10-af80-11e8-89bc-b79b9c1d4882,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",8,8,5,5,5,4,3,4,5,3,1,4,5,Kortläsare,,,,,,,,,,,Avgiften,Skrivare
2019-09-04 23:38:09 UTC,2019-09-04 23:40:46 UTC,completed,windows,Microsoft Edge 17.17134,960ab600-b040-11e8-99c0-7e8aac116c53,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,8,8,5,5,5,5,5,NA,5,NA,4,5,NA,Kortläsare,Kassasystem/Point-of-sale system,,Företagsfinansiering,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,Faktura,,vet ej,vet ej
2019-09-05 15:43:52 UTC,2019-09-05 15:49:28 UTC,completed,mac,Chrome 76.0.3809.100,4ce2d300-b125-11e8-9475-510ebf9e1f04,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Genom rekommendationer från någon,5,5,4,2,4,4,4,1,4,4,1,3,3,,,,,,,,,,,Inget av ovanstående alternativ,för länge man måste vänta på pengarna.,vet inte
2019-09-07 15:19:47 UTC,2019-09-07 15:37:40 UTC,completed,ios,Safari 12.1.2,f3d7c160-b293-11e8-938d-32d62f0c6fdb,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_SRV-Survey-Yearly-Check A,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",5,5,NA,5,NA,NA,5,1,5,5,1,5,5,Kortläsare,,,,,,,,,,,Betal brosent kort,O
2019-09-07 19:28:52 UTC,2019-09-07 19:31:38 UTC,completed,ios,Safari 9.0,12c08300-b2f8-11e8-8dcb-4188995781f6,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_SRV-Survey-Yearly-Check A,Genom rekommendationer från någon,10,10,NA,5,5,5,5,NA,NA,NA,5,5,5,Kortläsare,Kassasystem/Point-of-sale system,,Företagsfinansiering,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,Analyseringsverktyg,,,Faktura,,Inget,Inget
2019-09-08 07:34:53 UTC,2019-09-08 07:41:01 UTC,completed,windows,Firefox 69.0,f0f89fe0-b1db-11e8-9127-291dc92e8a1d,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_SRV-Survey-Yearly-Check A,Genom rekommendationer från någon,8,10,5,5,5,5,4,NA,NA,NA,3,3,4,Kortläsare,,Lagerhanteringverktyg,,,Kassaregister/Kassatillbehör,,Bokföringsverktyg/Bokföringstjänst,,,,Transaktionskostnad något hög i förhållande till högre belopp,nej
2019-09-09 20:46:13 UTC,2019-09-09 20:50:20 UTC,completed,ios,Chrome 76.0.3809.123,fad1d38c-8c88-11e9-bd96-9e3b81b35af6,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_SRV-Survey-3-Months-Check A,Via internet (Google),3,3,2,1,1,1,1,1,1,1,1,1,1,Kortläsare,Kassasystem/Point-of-sale system,,,,,Analyseringsverktyg,,,,,Det är inte bra kassasystemet. Man kan inte justera teckenstorlek och använda mycket papper.,Jag ska byta kassasystemet.
2019-09-11 15:20:36 UTC,2019-09-11 15:22:47 UTC,completed,windows,Chrome 76.0.3809.132,e6bb4650-b5ae-11e8-8218-f81887b018f1,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_SRV-Survey-Yearly-Check A,Via internet (Google),6,10,3,5,2,3,NA,NA,NA,NA,5,5,5,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,,Faktura,,Kortläsaren + Androidappen tappar kontakt då telefonens skärm slocknar. På IOS tappas aldrig kontakten.,Inget hittills
2019-09-12 07:38:56 UTC,2019-09-12 07:41:24 UTC,completed,ios,Safari 12.1.2,dba683c0-b5f8-11e8-944f-7155583c7429,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_SRV-Survey-Yearly-Check A,Genom rekommendationer från någon,6,6,4,4,3,4,5,3,3,4,3,3,5,Kortläsare,Kassasystem/Point-of-sale system,,Företagsfinansiering,,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,,Faktura,,Ok,Att kunna ta betalt på flera kortläsare (billigare) till samma kassa
2019-09-14 15:21:54 UTC,2019-09-14 15:23:55 UTC,completed,android,Chrome 75.0.3770.101,7cbd1940-b842-11e8-9ead-34cdee10adaa,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_SRV-Survey-Yearly-Check A,Via internet (Google),6,5,4,3,3,4,4,4,4,5,1,3,1,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,Faktura,,Transaktionskostnader,Kontantfaktura
2019-09-15 07:15:45 UTC,2019-09-15 07:22:52 UTC,completed,windows,Chrome 76.0.3809.132,381ef230-b6b8-11e8-a9c3-514d40c612b7,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_SRV-Survey-Yearly-Check A,Genom rekommendationer från någon,9,9,5,5,5,5,5,4,5,4,3,4,4,,,,,,,Analyseringsverktyg,,,Faktura,,Inget jag kommer på nu.,Inget jag kommer på nu.
2019-09-15 17:17:35 UTC,2019-09-15 17:19:56 UTC,completed,mac,Safari 12.1.2,3e594700-b7fc-11e8-94c9-88e19a286a6f,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_SRV-Survey-Yearly-Check A,Genom rekommendationer från någon,5,3,3,4,4,4,4,4,3,1,1,3,3,Kortläsare,,,Företagsfinansiering,,Kassaregister/Kassatillbehör,,,,Faktura,,För dyrt!,'-
2019-09-15 18:20:23 UTC,2019-09-15 18:23:55 UTC,completed,ios,Safari 12.1.2,77599fc0-90d5-11e9-a44a-1d76cd9cbd73,3M,SE,email,crm,EU_SE_SRV_ALL_ALL_EML_SRV-Survey-3-Months-Check A,"Jag betalade någonting med iZettle, eller såg någon betala med iZettle ",7,10,NA,5,5,5,5,4,5,NA,3,NA,3,Kortläsare,Kassasystem/Point-of-sale system,Lagerhanteringverktyg,Företagsfinansiering,Medarbetarhanteringsverktyg,Kassaregister/Kassatillbehör,Analyseringsverktyg,Bokföringsverktyg/Bokföringstjänst,,Faktura,Inget av ovanstående alternativ,Kunna ta bort produkter istället vara bara inaktivera,Kunna dela på en summa. Splitta en vinflaska på två exempelvis
