Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Wie haben Sie von iZettle gehört?,"2. 2. Wie zufrieden sind Sie insgesamt mit iZettle, auf einer Skala von 1 bis 10?","3. 3. Wie wahrscheinlich ist es, dass Sie iZettle einem Freund oder Kollegen weiterempfehlen werden?","4.1. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: dem Kartenleser","4.2. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: unserer Kommunikation (z.B. betreffend neuer Funktionen, Tipps & Tricks, Updates)","4.3. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: unseren Transaktionsgebühren","4.4. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: dem Transaktionslimit pro Kartenzahlung","4.5. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: dem Quittungsversand an Ihre Kunden","4.6. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: der Annahme von Zahlungen","4.7. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: unseren Überweisungen","4.8. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: unserer Verkaufsübersicht, Excel / PDF Berichte","4.9. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: unserem Kundenservice","4.10. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: der Kompatabilität mit Zubehör (z.B. Drucker, Ständer, Scanner, etc.)","4.11. 4. Auf einer Skala von 1-5, wie zufrieden sind Sie mit: Ihrem Nutzerkonto auf my.iZettle.com","5. 5. Welche der folgenden Produkte, Services bzw. Lösungen für kleine Unternehmen bietet iZettle Ihres Wissens oder Ihrer Meinung an?",,,,,,,,,,,"6. 6. Wir suchen immer nach Wegen, unseren Dienst für unsere Kunden zu verbessern. Bitte teilen Sie uns mit, ob es
etwas gibt, mit dem Sie besonders unzufrieden sind:","7. 7. Wir suchen immer nach Wegen, unseren Dienst für unsere Kunden zu verbessern. Bitte teilen Sie uns mit, ob es eine Funktionalität gibt, die Ihnen bei unserem Dienst derzeit fehlt:"
2019-05-06 11:11:27 UTC,2019-05-06 11:20:19 UTC,completed,windows,Chrome 74.0.3729.131,2f181e40-4e9a-11e8-b5d0-42d20bd4a784,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,5,6,3,3,2,2,4,4,4,4,3,4,3,,,,,Kartenleser,,,,,,,manchmal dauert lange für Verbindung  Handy zu Lesegerät,Schnellere Verbindung
2019-05-06 18:04:38 UTC,2019-05-06 18:12:15 UTC,completed,android,Chrome 74.0.3729.136,491419a0-472b-11e8-8c4a-811a013a3f64,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,3,4,4,4,5,5,5,4,4,5,,,,,Kartenleser,,,,,,,Nein,Weiss ich nicht
2019-05-06 18:29:38 UTC,2019-05-06 18:35:05 UTC,completed,ios,Safari 12.1,09218a90-2933-11e9-8722-b1ea2a3863d9,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,PayPal ,10,10,5,NA,3,NA,4,5,4,4,NA,NA,4,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,Tools zur Umsatzverfolgung und ‑auswertung,,Point-of-Sale-System,Tools zur Bestandsverwaltung,,Bisher nichts,Quittung drucken und gleichzeitig an meine E-Mail-Adresse als Kopie senden
2019-05-06 20:16:31 UTC,2019-05-06 20:25:06 UTC,completed,windows,Firefox 66.0,f2e72064-2973-11e9-9eed-fea34c358004,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),10,10,5,5,3,4,4,4,4,3,5,3,5,,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,,,Point-of-Sale-System,,,'-,"Zwischensummen nicht nach Tagen, sondern nach Schichten. da die Schichten bei uns bis nach Mitternacht gehen, lässt sich keine Zwischensumme bilden, für die Tagesabrechnung und jeden Tag müssen alle Belege händisch gezählt werden :/ das ist ein zu großer Aufwand und birgt Fehler. Tägliche Zwischensumme auch der Trinkgelder fehlt."
2019-05-07 16:00:39 UTC,2019-05-07 17:27:37 UTC,completed,ios,Safari 12.1,87b47470-524d-11e8-a003-d365a206e4e6,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online Werbung,9,9,5,4,4,4,4,4,5,4,4,4,4,,,,,Kartenleser,,,,,,,Alles bestens,Alles bestens
2019-05-08 05:47:48 UTC,2019-05-08 05:52:06 UTC,completed,windows,Firefox 66.0,e09ca86c-2a2b-11e9-be98-c6d7fdbb1b78,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),10,10,3,3,5,5,NA,5,5,NA,NA,5,5,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,,Point-of-Sale-System,,,Leider kann das Kartenlesegerät die eingesteckte Bankkarte jedesmal zu erst nicht lesen.,Nein. Ich nutze es nur als Zahlungsmittel.
2019-05-08 18:32:56 UTC,2019-05-08 18:35:36 UTC,completed,ios,Safari 12.1,f0a7714a-2ae6-11e9-ad4f-d1508b2aa7df,3M,DE,,,,Jemand hat mir iZettle empfohlen,9,9,5,2,3,3,4,5,4,4,4,NA,4,,,,,Kartenleser,,,,,,,Nein,Nein
2019-05-08 19:08:14 UTC,2019-05-08 19:10:43 UTC,completed,ios,Safari 12.0,82c6a32e-2ab1-11e9-acb2-b609603833d5,3M,DE,,,,Jemand hat mir iZettle empfohlen,1,1,5,5,5,5,5,5,5,5,4,3,3,,,,,Kartenleser,,,,,,,Erstmal nichts,Z
2019-05-08 19:19:50 UTC,2019-05-08 19:23:26 UTC,completed,android,Chrome 74.0.3729.136,2d4f7b30-52d7-11e8-b65e-4cdc39d1ac2a,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,8,10,5,4,4,4,4,4,4,4,4,4,4,,,,,Kartenleser,,,,,,,Nein,Nein
2019-05-09 08:01:51 UTC,2019-05-09 08:03:57 UTC,completed,windows,Opera 58.0.3135.132,1887fdb8-2ab7-11e9-bb50-fef420c11395,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Soziale Medien,8,9,5,1,2,NA,NA,4,4,3,1,4,4,,,,,Kartenleser,,,,,,,Kundenservice ist teilweise unflexibel und inkompetent,nein
2019-05-09 18:15:25 UTC,2019-05-09 18:19:33 UTC,completed,android,Chrome 74.0.3729.136,9d0f38fe-2b83-11e9-a39d-5f58bd342f0f,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Online Werbung,8,6,4,2,2,5,NA,5,4,4,2,5,4,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,,,,,,Bei Problemen ist die Antwort meist zu oberflächlig und nicht zielführend,"Tel. Beratung, insbes. Bei Problemen"
2019-05-10 06:45:45 UTC,2019-05-10 07:25:03 UTC,completed,android,Chrome 74.0.3729.136,20f6f28c-2b26-11e9-b71a-fe9d659ee160,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,3,4,5,NA,5,5,4,3,NA,5,,,,,Kartenleser,,,,,,,"Der Kontoauszug sollte nicht nur in Excel sondern auch in PDF verfügbar sein.
Die App ist für den Einzelhandel mit Sicherheit gut aber für Taxi nicht. Hier kann man nur Produkte oder Menge auswählen...",Zb. Taxifahrt... Mit Produkten und Menge kann ein beförderer der Fahrgäste transportiert wenig anfangen
2019-05-10 10:27:42 UTC,2019-05-10 10:30:36 UTC,completed,android,Chrome 67.0.3396.87,44faaa50-4e3d-11e8-b442-524391f4e8a3,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),9,10,4,5,4,3,4,5,5,5,5,3,5,,,,,Kartenleser,,Tools zur Umsatzverfolgung und ‑auswertung,,,,,Nix,Nix
2019-05-11 09:00:14 UTC,2019-05-11 09:12:17 UTC,completed,ios,Safari 12.1,0ff7e340-52a7-11e8-9d5d-da90bf4b6f13,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,9,9,4,4,3,5,4,4,4,3,4,4,4,,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,,,,,,Keine Auswahl der Transaktionskosten Staffelungen bei erhöhten Transaktionen im Jahr/Monat,"Bessere Sichtbarkeit der tatsächlichen Gebühren bei der zu zahlenden Summe, die vom Kunden abgezogen werden, da oft bei mehreren Kartenzahlungen am Tag, die Rechnungen zusammen veranschlagt werden und ich damit erst Tage später die genauen Kosten einsehen kann für die Steuer. Es wäre wünschenswert, bei der eingetragenen Summe gleich die abziehenden Gebühren zu sehen."
2019-05-11 11:31:18 UTC,2019-05-11 11:34:35 UTC,completed,windows,Firefox 66.0,b911976a-2ab4-11e9-97d0-bd9bd8b3455c,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Soziale Medien,10,10,5,3,4,3,5,5,4,5,5,5,5,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,,Rechnungsstellung,,,,xxx,xxx
2019-05-11 20:10:32 UTC,2019-05-11 20:15:27 UTC,completed,ios,Safari 12.1,19f1df9e-2d18-11e9-8530-44efd67b540c,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, Ich habe etwas mit iZettle bezahlt oder jemand anderen dabei zugesehen,10,10,5,5,4,4,5,5,5,5,5,NA,5,,,,,Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,Point-of-Sale-System,Tools zur Bestandsverwaltung,Keine der genannten,Ich bin sehr zufrieden,Mir bis jetzt fehlt Nix
2019-05-12 13:07:49 UTC,2019-05-12 13:11:07 UTC,completed,android,Chrome 74.0.3729.136,d72a4200-52b1-11e8-bb32-1719df66cd03,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,3,5,4,4,5,5,4,3,NA,NA,,,,,Kartenleser,,,,,,,"Ich brauche eine kartenleser mit intigierte
Sim karte",Kartenleser mit simkarte
2019-05-12 22:09:41 UTC,2019-05-12 22:13:59 UTC,completed,ios,Safari 12.1,7471958c-2c9a-11e9-837e-b98f108d8d9a,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,6,6,5,4,2,1,5,3,5,5,5,4,5,,,,,Kartenleser,,,,,,,"Bin eigentlich nur mit Gebühren nicht zufrieden also die Bearbeitungsgebühr 
Mit liebe Grüße",Wochen Ende Not Betreuung währe nicht schlecht
2019-05-13 07:55:51 UTC,2019-05-13 07:59:44 UTC,completed,mac,Safari 11.1.2,2cf1ee70-55e3-11e8-a2ed-5bbdabfdadcc,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,9,9,5,4,4,5,NA,5,NA,NA,5,NA,5,Software-Erweiterungen für Treueprogramme und CRM,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,Point-of-Sale-System,Tools zur Bestandsverwaltung,,nichts,weis nicht
2019-05-13 12:40:54 UTC,2019-05-13 12:42:44 UTC,completed,windows,Chrome 74.0.3729.131,bf82a744-2d28-11e9-abfd-81c12125bf34,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,3,1,1,3,3,3,5,5,5,5,1,1,4,Software-Erweiterungen für Treueprogramme und CRM,Tools für das Personalmanagement,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,Point-of-Sale-System,Tools zur Bestandsverwaltung,,"Telefonisch nicht erreichbar, Kartenleser bricht VErbindung ständig ab.",nein
2019-05-13 15:20:48 UTC,2019-05-13 15:23:43 UTC,completed,windows,Firefox 66.0,7bb0674a-2de6-11e9-8aae-a1136677825a,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,9,10,5,NA,4,4,4,5,5,4,4,5,4,,,,,,,,,Point-of-Sale-System,,,Nein,Eine Automatische Speicherung der Eingegeben Daten
2019-05-14 06:26:32 UTC,2019-05-14 06:34:16 UTC,completed,ios,Safari 12.1,dde3c826-2edb-11e9-b2d6-76885bb66a5c,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),10,10,5,3,3,3,3,4,5,4,3,NA,5,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,,,,"Quittung sollte ein Textfeld zur Verfügung stellen, in meinem Fall z.B. „Fahrt von A nach B“","Siehe letzte Antwort, speziell für Taxi , ein personalisiertes Textfeld, in welchem Konzessionsnummer, Fahrt von-bis usw."
2019-05-14 10:48:01 UTC,2019-05-14 11:00:03 UTC,completed,mac,Safari 12.1,062acf78-2d6a-11e9-aead-d4a56d45670d,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),7,9,2,2,2,NA,2,4,4,3,3,4,3,,,,,Kartenleser,,,,,,,ein smartphone kann heut zu tage soviele funktionen erfüllen. dabei ist die größe eines smartphones in einem akzeptablen zustand. der izettle reader kann nichts weiter als eine karte lesen und ist ohne smartphone nutzlos. darin sehe ich enormes verbesserungspotenzial.,"ich finde ein izettle reader sollte entweder deutlich schmaler und kleiner sein oder sogar (wie es dies mal gab) an ein handy anschließbar sein und nur die funktion eines slots erfüllen. ein reader der mit und ohne smartphone funktioniert wäre auch schon eine verbesserung, da man dann nicht immer das handy benötigen würde und alles von einem gerät aus handhaben könnte."
2019-05-14 19:35:06 UTC,2019-05-14 19:41:15 UTC,completed,ios,Safari 12.1,736971d6-2f52-11e9-9466-c204b391ad22,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Soziale Medien,10,10,5,5,3,3,5,5,5,5,5,5,5,,,,,Kartenleser,,,Rechnungsstellung,,,,"Es gibt nicht , bin zufrieden",Ich würde drauf wert legen wenn bei der Überweisungen von iZettle auf meine Geschäftskonto  : die Name von Kunde : Karten Besitzer mit drauf stehen würde .
2019-05-15 12:17:40 UTC,2019-05-15 12:21:07 UTC,completed,android,Chrome 63.0.3239.111,62121730-2f7f-11e9-963a-63f6b75e390c,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,3,5,5,5,5,5,5,3,5,5,,,,,,,,,,,Keine der genannten,Telefonische kundenbetreuung,Nichts
2019-05-15 13:24:56 UTC,2019-05-15 13:27:11 UTC,completed,mac,Safari 12.1,ba527282-2fbb-11e9-a072-d3367612b438,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Soziale Medien,9,9,5,4,4,4,NA,5,5,4,4,NA,4,,,,,Kartenleser,,,,,,,kA,kA
2019-05-15 14:41:56 UTC,2019-05-15 14:48:06 UTC,completed,windows,Microsoft Edge 17.17134,680ecab2-2f97-11e9-b1df-5a5eb7386466,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,7,8,5,3,4,NA,1,5,NA,4,2,NA,3,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,,,,,"Bei der Kontoeröffnung ist ein Fehler unterlaufen, der verbessert werden muss. Habe schon zwei Mails an den Service geschrieben. Anscheinend ist das Problem nicht so einfach, aber es wurde mir nicht darauf geantwortet, bzw auf Mail 1 erst nachdem ich angerufen hatte. Auch auf meine zweite Mail wurde nicht geantwortet, so dass ich nun wieder anrufe. Das Team am Telefon ist sehr hilfsbereit.",?
2019-05-15 18:35:49 UTC,2019-05-15 18:40:13 UTC,completed,android,Chrome 67.0.3396.87,429998b8-3071-11e9-bc78-92c9ab14d3b3,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, Ich habe etwas mit iZettle bezahlt oder jemand anderen dabei zugesehen,10,10,5,5,4,3,4,4,5,5,5,5,4,,,,,Kartenleser,,,,,,,Es gibt nichts.,Xxx
2019-05-15 20:21:26 UTC,2019-05-15 20:24:07 UTC,completed,ios,Safari 12.1,f48eda30-582f-11e8-b937-be8ff89d9048,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Soziale Medien,10,10,4,4,4,3,3,5,3,5,3,4,5,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,Tools zur Umsatzverfolgung und ‑auswertung,,,,,Nichts,Nein
2019-05-15 20:47:46 UTC,2019-05-15 20:53:48 UTC,completed,android,Chrome 67.0.3396.87,d33d56f8-3075-11e9-bc71-325aa3c0708f,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),8,8,5,3,3,3,5,5,5,3,3,4,4,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,,,,,,Es wäre besser ohne Kartenleser sondern alles nur mit Handy zu erledigen und auch offline,Beim Punk 6 habe ich erklärt
2019-05-16 10:36:10 UTC,2019-05-16 10:43:46 UTC,completed,mac,Firefox 66.0,9d75c1c0-5823-11e8-8dbf-d4ef1aeae816,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,8,8,5,1,3,3,4,5,5,4,3,4,1,,,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,Point-of-Sale-System,Tools zur Bestandsverwaltung,,"Seit der Übernahme durch Paypal 

- nahm die Häufung kritischer Fehler in der Software erheblich zu, insbsondere, dass z.B. standardmässig hinterlegte USt. Sätze in den Artikeln nicht übernommen wurden, etc.

- verschlechterte sich gleichzeitig die Erreichbarkeit des deutschsprachigen  Kundendienstes DEUTLICH (Anrufe nach Berlin wurden immer nach UK durchgestellt)

- werden Funktionsfehler die den deutschen Markt betreffen NICHT abgearbeitet, so z.B., dass die Finanzbehörden für eine Rechnung in Deutschland ZWINGEND ein Rechnungsdatum auf der Rechnung AUSGEDRUCKT verlangen.",Rechnungsdatum auf Rechnung
2019-05-17 11:06:50 UTC,2019-05-17 11:15:30 UTC,completed,android,Chrome 67.0.3396.87,eb215448-30f9-11e9-a5ad-a080caf431df,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,Kartenleser,,,Rechnungsstellung,,,,Schnelle  bearbeitung,Nein
2019-05-17 16:04:53 UTC,2019-05-17 16:10:28 UTC,completed,ios,Safari 12.1,8cce0bf0-59b0-11e8-810f-fc3b7206491a,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),8,8,5,4,3,3,4,5,4,4,4,5,4,,,,,Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,,,,Weiter so,Passt
2019-05-19 15:07:39 UTC,2019-05-19 15:11:15 UTC,completed,android,Firefox 66.0,f1dfad0e-2891-11e9-8a1a-8ea0a67c6537,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),8,9,4,3,4,4,5,4,4,3,3,3,3,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,,Rechnungsstellung,,,,Alles gut,Passt scho
2019-05-19 15:35:09 UTC,2019-05-19 15:38:25 UTC,completed,windows,Chrome 74.0.3729.157,07f176e0-5aac-11e8-80d1-3d98552170f2,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),9,10,4,4,3,3,4,4,4,4,4,4,4,Software-Erweiterungen für Treueprogramme und CRM,Tools für das Personalmanagement,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,,Rechnungsstellung,Point-of-Sale-System,,,ich glaub wir sollte einen Telefon mit System bekommen,System Telefon
2019-05-19 17:12:58 UTC,2019-05-19 17:18:02 UTC,completed,ios,Safari 10.0,c23b7274-316d-11e9-b8b9-ef73886a0c6d,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),9,9,5,5,5,5,2,5,5,5,5,3,5,,,,,Kartenleser,,,,,,,Kunde sagte bei Quittungen über Mail gibt es keine umsatzsteuerausweisung.,Keine
2019-05-19 18:31:23 UTC,2019-05-19 18:34:57 UTC,completed,ios,Safari 12.1,50ca82a2-3356-11e9-b506-6e8e349d4259,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Freunde,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,Kartenleser,,,,,,,Pünktliche Überweisungen,Keine
2019-05-20 19:10:13 UTC,2019-05-20 19:20:33 UTC,completed,windows,Firefox 66.0,9e449670-59c3-11e8-adf6-26dd593dd9d6,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,5,5,3,5,5,5,5,5,5,5,,Tools für das Personalmanagement,Geschäftsfinanzierung,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,,,Tools zur Bestandsverwaltung,,"keine Unzufriedenheit, iZettle passt zu meinem Betrieb, besonders durch die uneingeschränkte Annahme des Systems durch meine Kunden",momentan keine
2019-05-21 06:28:20 UTC,2019-05-21 06:33:05 UTC,completed,windows,Firefox 66.0,7fe13c80-5822-11e8-896b-ab0a13816cd9,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,5,4,4,5,5,5,5,5,NA,5,,,,,Kartenleser,,,,,,,zufrieden,alles gut
2019-05-21 11:17:58 UTC,2019-05-21 11:20:14 UTC,completed,mac,Safari 12.1,4afe06e6-3455-11e9-9274-c4f9aedccbce,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,4,5,5,5,5,5,5,5,5,5,,,,,Kartenleser,,,,,,,alles ok,nein
2019-05-21 15:17:56 UTC,2019-05-21 15:19:48 UTC,completed,mac,Safari 12.1,6b5e8370-5cf1-11e8-95cd-e118f53c7cb4,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internetsuche (Google),8,8,4,1,1,NA,NA,3,5,4,NA,NA,4,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,Buchhaltungs-Tools,Tools zur Umsatzverfolgung und ‑auswertung,Rechnungsstellung,Point-of-Sale-System,,,,
2019-05-21 18:12:07 UTC,2019-05-21 18:14:57 UTC,completed,ios,Safari 12.1,01f8d3d0-3523-11e9-aff0-97710a918c21,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),10,10,5,5,4,4,5,NA,5,5,5,5,5,,,,,Kartenleser,,,,,,,"Garnichts funktonier alles so wie ich haben will .
Ich hatte von anfang an gar keine proble mit dem sytsem und bedanke mich einfach für ihren tollen dienst . Lg elden hakan",T
2019-05-21 18:24:39 UTC,2019-05-21 18:24:42 UTC,completed,ios,Safari 12.1,01f8d3d0-3523-11e9-aff0-97710a918c21,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-22 04:29:18 UTC,2019-05-22 04:36:06 UTC,completed,android,Chrome 63.0.3239.111,d69b8890-5d0f-11e8-9264-63f0940a3821,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Jemand hat mir iZettle empfohlen,10,10,5,5,5,5,5,5,5,5,5,5,5,,,Geschäftsfinanzierung,,,,,,,,,Kein,Nichts
2019-05-22 18:44:41 UTC,2019-05-22 18:47:13 UTC,completed,android,Chrome 67.0.3396.87,338fa684-35ec-11e9-9984-7659617f8d9f,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internetsuche (Google),9,10,5,5,3,4,NA,4,5,5,NA,NA,4,,,,,,,,,,,Keine der genannten,Standby Zeit zu gering,Nein
2019-05-23 11:02:30 UTC,2019-05-23 11:06:40 UTC,completed,ios,Safari 12.1.1,78eaae40-5c5d-11e8-b2bb-1def333d1126,3M,DE,email,crm,EU_DE_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Soziale Medien,10,10,4,4,5,5,5,5,4,4,4,4,5,,,,"Hardware-Erweiterungen für Kassensysteme (z. B. Belegdrucker, Barcodescanner)",Kartenleser,,,,,,,"Obwohl alles auf dem neuesten Stand ist, funktioniert bei uns die Zahlung bitte mit Karte drauf halten nicht",Siehe vorher
