Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. ¿Cómo conociste sobre iZettle?,"2. 2. En general, ¿cuál es tu grado de satisfacción con iZettle?",3. 3. ¿Qué tan probable es que recomiendes iZettle a tus amigos o colegas?,"4.1. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Atención al cliente","4.2. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Informes de ventas","4.3. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Importe total que puedes aceptar en cada pago con tarjeta","4.4. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Comisiones de pago","4.5. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Ofrecerles a tus clientes un recibo","4.6. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Lector de tarjetas","4.7. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Esfuerzo comunicativo (por ejemplo, sobre nuevas características o versiones de iZettle, consejos y trucos, actualizaciones de la cuenta)","4.8. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Depósitos","4.9. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Compatibilidad con accesorios (por ejemplo, impresoras, soportes, lectores de códigos de barras, etc.)","4.10. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Tu cuenta en my.izettle.com","4.11. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Aceptación de pagos","5. 5. Por lo que sabes, ¿cuáles de los siguientes productos, servicios o soluciones puede ofrecer iZettle a los pequeños negocios?",,,,,,,,,"6. 6. Siempre intentamos ampliar y mejorar el servicio que ofrecemos a nuestros clientes. Por favor, explica a continuación si hay algo que te disguste especialmente:","7. 7. Siempre intentamos ampliar y mejorar el servicio que ofrecemos a nuestros clientes. Por favor, explica a continuación si echas en falta alguna característica en nuestro servicio:"
2019-04-24 22:10:06 UTC,2019-04-24 22:13:00 UTC,completed,android,Chrome 73.0.3683.90,f50ca590-47f0-11e8-8bba-cc8fb2f72d21,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,,,Lector de tarjetas,,Ninguno de las anteriores,"No, en general excelente servicio",Ninguna
2019-04-24 22:25:34 UTC,2019-04-24 22:32:03 UTC,completed,windows,Chrome 73.0.3683.103,2b2466f8-1f83-11e9-8f1e-e20cd7d98d10,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Televisión,8,8,5,4,2,2,4,5,5,5,5,5,5,,,,,,,,,Ninguno de las anteriores,N,N
2019-04-25 00:24:54 UTC,2019-04-25 00:37:43 UTC,completed,windows,Chrome 73.0.3683.103,db0c1520-47f2-11e8-9985-b789b6f7ed0a,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,6,6,3,4,4,2,4,1,4,4,4,4,3,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,"El lector fallo de un momento a otro, la pagina dice que tengo que esperar 60 dias para tener de vuelta otro o el mismo arreglado asi que pues es bastante el tiempo y preferi pagar nuevamente por otro lector... creo que no deberia fallar si nunca se me ha caido ni he metido algo que no sea tarjeta al lector...",no
2019-04-25 04:20:34 UTC,2019-04-25 04:23:28 UTC,completed,android,Chrome 63.0.3239.111,7a131cfa-1f9c-11e9-ba03-279911d53f97,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicidad exterior,9,10,5,5,5,4,4,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,,,.,Ninguna
2019-04-25 13:04:51 UTC,2019-04-25 13:10:12 UTC,completed,android,Chrome 67.0.3396.87,c8ca8632-204e-11e9-b819-1dbda2301b52,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,9,9,4,4,5,4,4,4,4,4,3,4,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,Herramientas de contabilidad,,Me gustaría tener una impresora portátil para proporcionar el recibo a mis clientes pero sinceramente se me hacen muy caras las impresoras y quisiera saber su existe alguna promoción para poder adquirirla,Por el momento muy bien
2019-04-25 16:42:54 UTC,2019-04-25 16:45:26 UTC,completed,windows,Chrome 73.0.3683.103,10f939c0-468a-11e8-8c17-78062982ca2a,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,Ninguno de las anteriores,.,.
2019-04-25 17:24:33 UTC,2019-04-25 17:28:16 UTC,completed,windows,Microsoft Edge 12.10240,dbcca200-481e-11e8-979f-77b4fb13e5f7,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,10,5,5,5,3,5,5,5,5,4,5,5,,Sistema de punto de venta,,,,,,,,"En general todo esta bien, lo único pues el cobro de comisiones y sobre todo las comisiones que se cobran al ofrecer pagos a meses sin intereses, para que sea mas atractivo a nuestros clientes no cobrar comisiones por este concepto","Ninguna todo bien, los depósitos a mi cuenta son muy rápidos sin ningún problemas hasta el momento"
2019-04-25 17:47:31 UTC,2019-04-25 17:52:23 UTC,completed,ios,Safari 12.0,92d86fc0-203b-11e9-9221-bfecd06e6460,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicidad exterior,8,9,NA,NA,4,5,5,5,NA,5,NA,5,5,,,,,,,,,Ninguno de las anteriores,Hasta el momento no he tenido ningún inconveniente espero no tenerlo !!,Disponibilidad en accesorios para las terminales he buscado una base para mi terminal y no he podido encontrarla
2019-04-25 18:11:23 UTC,2019-04-25 18:13:43 UTC,completed,mac,Chrome 73.0.3683.103,89f4e4a0-4833-11e8-b2df-acaff6dfe787,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,9,9,NA,3,5,4,5,5,2,5,NA,4,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,,,,,,,Nada me disgusta lo suficiente para quejarme.,no
2019-04-25 18:13:18 UTC,2019-04-25 18:19:09 UTC,completed,windows,Chrome 73.0.3683.103,9af8c740-4832-11e8-ad79-27fa3d029178,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,4,5,3,4,5,5,5,5,5,5,,Sistema de punto de venta,,,,,,,,en mi negocio me funciona bien,no
2019-04-25 21:48:23 UTC,2019-04-25 21:53:40 UTC,completed,ios,Safari 12.1,0d426e90-4893-11e8-9e42-b7c8b5cd0b6a,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Lo vi en Costco ,9,10,5,NA,4,4,4,4,NA,5,NA,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,Herramientas para controlar y analizar las ventas,,,,,Al momento no lo he necesitado pero sería bueno poder ampliar el monto diario a cobrar ya que vendo mobiliario y en ocasiones puede no ser suficiente,Por el momento no
2019-04-26 04:00:12 UTC,2019-04-26 04:02:47 UTC,completed,windows,Chrome 73.0.3683.103,29c39d70-4733-11e8-b3dd-6a92be25cd5f,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicidad exterior,9,9,4,4,4,3,4,4,4,4,NA,4,4,,Sistema de punto de venta,,,,,Lector de tarjetas,,,LAS COMISIONES A MESE SIN INTERESES,NO
2019-04-26 13:09:38 UTC,2019-04-26 13:12:36 UTC,completed,android,Chrome 67.0.3396.87,90f81838-2110-11e9-b809-8390d109e88b,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,9,9,5,5,4,4,4,5,5,5,NA,5,5,,Sistema de punto de venta,,,,,,,,Que no se puedan separar las propinas de la.comision que cobran,Separación de propinas
2019-04-26 17:25:29 UTC,2019-04-26 17:28:06 UTC,completed,android,Chrome 73.0.3683.90,8c7c2740-499d-11e8-a0ab-0b0a2f328d6f,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Lo vi en Costco,6,6,NA,5,5,1,5,4,3,3,NA,4,5,,,,,,,,,Ninguno de las anteriores,Comisiones altas que el cliente no quiere pagar,No
2019-04-26 17:44:55 UTC,2019-04-26 17:46:59 UTC,completed,windows,Chrome 73.0.3683.103,7d032fd0-48ed-11e8-bb9d-d23188e9a971,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,8,8,4,4,4,3,4,5,NA,4,4,3,NA,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,no,no
2019-04-26 18:04:39 UTC,2019-04-26 18:10:40 UTC,completed,android,Chrome 73.0.3683.90,2de4fe70-4955-11e8-a682-16d329ecdafd,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,7,8,5,5,5,2,5,5,5,3,NA,5,5,,,,,,,Lector de tarjetas,,,Hasta ahora lo único que me parece alto son las comisiones.,Ninguno
2019-04-26 18:45:27 UTC,2019-04-26 18:52:05 UTC,completed,ios,Safari 12.1,ea25a020-48f2-11e8-bec5-5efb189dc587,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Búsqueda en la web (Google),8,9,4,5,5,3,5,5,5,2,5,5,5,,,,,,Herramientas de administración de personal,Lector de tarjetas,Herramientas de contabilidad,,Todo bien pero los depósitos son muy largos,Ninguno
2019-04-26 19:52:36 UTC,2019-04-26 19:56:06 UTC,completed,android,Chrome 67.0.3396.87,79b3fb50-481d-11e8-a13f-4cf44190676d,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,8,8,4,5,NA,2,5,3,5,5,NA,5,4,,Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,No se como cambiar las contraseñas de las sibcuentas.  Si no firma el cliente y se cancela la venta. Le llega su alerta al cliente como si la hubiese cobrado y desconfía el cliente al grado de ya no comprar o reclamar que ya fue cobrado el monto.,...
2019-04-26 20:04:59 UTC,2019-04-26 20:11:56 UTC,completed,ios,Safari 12.1,09804120-497d-11e8-a6ea-8ad4533f9bf1,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,4,4,4,5,5,3,5,5,,,,Herramientas para gestionar el inventario,,,,,,No todo muy bien,Pues todo me ha funcionado bien hasta el momento
2019-04-26 21:14:09 UTC,2019-04-26 21:17:02 UTC,completed,android,Chrome 73.0.3683.90,84e02010-498c-11e8-b90f-49c08b47c96e,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,4,5,5,5,5,5,5,5,5,5,,,,,,,,Herramientas de contabilidad,,La comisión podría ser más bajo el porcentaje,Ninguna
2019-04-27 03:10:45 UTC,2019-04-27 03:36:59 UTC,completed,android,Chrome 73.0.3683.90,c303e010-49a6-11e8-a3f1-d3d5d336b83b,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Búsqueda en la web (Google),9,9,5,3,4,3,5,5,5,3,3,5,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,Mayor rapidez en el deposito ya que hay que reinvertir capital y una comisión general para meses sin intereses.,"En general todo el sistema es muy bueno y me ha garantizado la venta con tarjetas bancarias, operabilidad en cualquier área."
2019-04-27 14:59:21 UTC,2019-04-27 15:02:58 UTC,completed,android,Chrome 74.0.3729.112,046b9fc4-21ca-11e9-8d5c-360787cb1dff,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Un representante se acercó a mí en una expo,9,8,5,5,4,4,4,4,4,3,2,2,3,,,,,,,Lector de tarjetas,,,"Creo que todo va bien, aunque no la he podido explotar más por qué no he tenido muchas ventas",Creo que hasta el momento todo bien
2019-04-27 17:21:20 UTC,2019-04-27 17:23:58 UTC,completed,ios,Safari 12.1,f67b2d20-49c6-11e8-be2a-268e91817239,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,4,5,3,5,5,3,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,Herramientas de contabilidad,,Buen servicio,Mejor comunicación con sus clientes en sus servicios
2019-04-27 17:54:12 UTC,2019-04-27 18:15:45 UTC,completed,ios,Safari 12.1,8603ca60-4a4e-11e8-8ff2-f5d1b61ac3de,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Tienda de autoservicio ,10,10,NA,NA,NA,3,NA,5,5,5,5,5,5,,,,,,,Lector de tarjetas,,,Nada,Ninguno
2019-04-27 19:10:35 UTC,2019-04-27 19:14:32 UTC,completed,android,Chrome 67.0.3396.87,500dbcb0-4a65-11e8-a1f8-10a1913403b0,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,El promotor César Olivo vino a ofrecerme el servicio. Muy amable  por cierto.,9,9,4,5,4,3,4,4,4,4,4,4,4,,,,,,,Lector de tarjetas,,,Sólo una vez no pude hacer el cobro a una tarjeta antigua que no tenía chip.,ninguna
2019-04-28 00:35:56 UTC,2019-04-28 00:39:54 UTC,completed,ios,Safari 12.1,fd4d2a30-49ae-11e8-ab30-d25927f4153e,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,NA,5,4,5,5,5,5,5,5,5,,,Programas de fidelización y de gestión de las relaciones con los clientes,,,,,,,Me gustaría que en mi cuenta Bancaria apareciera cada transacción por separado y no una sola transferencia. Sobre todo al ver mi estado de cuenta bancaria me ayudaría más rápido en cuanto a l contabilidad,Excelente servicio
2019-04-28 02:07:31 UTC,2019-04-28 02:09:46 UTC,completed,android,Chrome 67.0.3396.87,5651a210-4972-11e8-911c-4187e5da096b,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicidad exterior,8,8,5,5,5,3,4,5,5,3,5,5,5,,,,,,,,,Ninguno de las anteriores,Es complejo el.llevar la contabilidad porque los depossitos que hacen son diferentes a los cobros.,No
2019-04-28 16:22:45 UTC,2019-04-28 16:26:07 UTC,completed,ios,Safari 12.1.1,c28495c6-2326-11e9-b446-65c0a4db8662,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Búsqueda en la web (Google),10,10,NA,5,5,4,4,5,4,4,3,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,,,,Lector de tarjetas,,,Na,Na
2019-04-28 20:54:09 UTC,2019-04-28 21:05:31 UTC,completed,ios,Safari 12.0,f65fc9b0-4b36-11e8-9a22-8b0199e3267b,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,5,5,3,5,4,1,NA,5,5,3,3,5,5,,Sistema de punto de venta,,,,,,,,N/a,Me causa un polo de incomodidad los depósitos pero todo bien
2019-04-28 23:01:16 UTC,2019-04-28 23:04:26 UTC,completed,android,Chrome 73.0.3683.90,bf2ccdc4-21d4-11e9-b044-411038ddb248,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,10,10,5,5,5,5,4,4,5,5,5,5,5,,,,,,,Lector de tarjetas,,,Nada,No
2019-04-29 13:40:11 UTC,2019-04-29 13:46:34 UTC,completed,windows,Microsoft Edge 17.17134,0754848c-233f-11e9-ac6f-eff7ea2830c5,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,en radio shack entre a comprar una bocina y al ver que tenia descuento lo compre,10,10,5,5,5,5,NA,5,5,5,NA,5,5,,,,,Herramientas para controlar y analizar las ventas,,,,,nada todo bien gracias,nada
2019-04-29 14:46:22 UTC,2019-04-29 14:50:06 UTC,completed,android,Chrome 74.0.3729.112,78fe3000-49b6-11e8-b3bb-9073752f62c9,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Redes sociales,9,9,5,4,5,5,5,5,5,5,5,5,5,,,,,,,,,Ninguno de las anteriores,Por el momento nada todo muy bien gracias,No ninguna
2019-04-29 14:59:27 UTC,2019-04-29 15:03:54 UTC,completed,ios,Safari 12.1,19adb646-2365-11e9-b185-bd3fad1e9bf0,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicidad exterior,10,10,5,4,5,4,5,5,5,5,5,5,5,,Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,,,,Herramientas de contabilidad,,Los pagos del viernes me gustaría que cayeran al día siguiente,Ninguna
2019-04-29 15:04:19 UTC,2019-04-29 15:11:05 UTC,completed,mac,Chrome 49.0.2623.112,f53146c0-4a70-11e8-b6ef-0aa5fbb6b251,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,,,Lector de tarjetas,,,"POR EL MOMENTO, TODO BIEN CON EL SERVICIO. GRACIAS",NINGUNA POR EL MOMENTO GRACIAS
2019-04-29 16:14:34 UTC,2019-04-29 16:18:16 UTC,completed,android,Chrome 74.0.3729.112,87a981c2-23f4-11e9-98cc-b5f64588e49b,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,8,8,4,4,4,4,4,4,4,4,4,4,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,Herramientas de contabilidad,Ninguno de las anteriores,Tiempo en los depósitos a mi cuenta,No
2019-04-29 17:38:27 UTC,2019-04-29 17:44:18 UTC,completed,ios,Safari 12.1,e0c0ce20-4bc6-11e8-953d-145f15f1cc1b,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,8,8,5,5,5,5,5,5,5,5,5,5,5,,,,,,,Lector de tarjetas,,,Que no se nos permita pagar con nuestra propia tarjeta a pesar de que somos quien paga. Ustedes lo pueden manejar como operación fraudulenta pero al fin de cuentas uno es quien lo paga y si es a nuestro nombre no tendría que haber problemas ya que ustedes se deslindan.el único que se perjudica es uno al no pagar y obviamente uno no se va a echar la soga al cuello. Agradecería que se nos permita el auto cobro .,Autopago
2019-04-30 00:34:49 UTC,2019-04-30 00:40:54 UTC,completed,android,Chrome 74.0.3729.112,ab7f20c2-2195-11e9-b52e-e71ff44fea47,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Redes sociales,8,8,5,5,5,5,5,5,3,2,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,Herramientas de contabilidad,,"Últimamente los depósitos se tardan mucho, me gustaría que fuer como al inicio",No
2019-04-30 03:35:07 UTC,2019-04-30 03:38:28 UTC,completed,mac,Safari 12.1,dafdb600-4b4f-11e8-b624-314ad70a7969,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,4,5,5,5,5,4,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,TODO ME AGRADA,NINGUNA POR EL MOMENTO
2019-04-30 13:11:36 UTC,2019-04-30 13:20:22 UTC,completed,android,Chrome 67.0.3396.87,e3e6831c-24d1-11e9-a403-ec5f83618c52,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,9,9,5,5,3,4,4,5,4,5,NA,4,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,No hay algo que me disguste hasta ahora.  Sólo no se cuanto es lo máximo que puedo cobrar con izettle.,No ninguna
2019-04-30 13:18:45 UTC,2019-04-30 13:22:22 UTC,completed,android,Chrome 67.0.3396.87,fcdec3a0-4a40-11e8-87d2-5772a5593401,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,YouTube,10,10,5,5,5,5,5,5,4,5,5,5,5,,Sistema de punto de venta,,,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,Herramientas de contabilidad,,"Ocasionalmente falla la aplicación de punto de venta. Es, quizá, lo único que me disgusta.","Las herramientas de administración, se podrían explotar aún más añadiendo costo de producción y que el los reportes aparezca esto junto con la ganancia."
2019-04-30 20:09:49 UTC,2019-04-30 20:16:49 UTC,completed,ios,Safari 12.1,c84cfb50-4c90-11e8-8926-a696d704d6d2,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,9,4,5,5,4,3,5,4,3,4,4,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,"Que a veces, no siempre tarden 72 hrs en reslizar el deposito a mi cuenta..",En ocasiones he envuado algún mensaje con alguna duda y nunca nunca se me ha dado contestacion
2019-04-30 22:55:56 UTC,2019-04-30 23:01:16 UTC,completed,windows,Firefox 66.0,c84cfb50-4c90-11e8-8926-a696d704d6d2,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,10,3,4,4,3,3,5,4,3,4,4,5,,Sistema de punto de venta,,,,,Lector de tarjetas,,,"si, ha habido ocaciones que recibo mi deposito despues de 4 dias, y yo recibo el dinero de mi equipo en ocaciones y todos desean el pago de inmediato y no puedo hacerlo.","no, solo a veces  se tardan en realizar el deposito a mi cuenta"
2019-05-01 07:32:56 UTC,2019-05-01 07:37:11 UTC,completed,android,Chrome 74.0.3729.112,ab917fe0-4cae-11e8-a8fe-e3e0df6d618e,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Búsqueda en la web (Google),10,10,5,5,5,5,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,Realmente no discagusta su sistema de trabajo,Todo bien
2019-05-01 12:55:47 UTC,2019-05-01 12:58:34 UTC,completed,windows,Chrome 74.0.3729.131,6d57ded0-44fd-11e8-9da5-f1fa33f9110b,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,6,6,4,4,3,2,2,4,4,4,4,4,4,,,,,,,,,Ninguno de las anteriores,la comision que piden es muy alta,no
2019-05-01 13:17:10 UTC,2019-05-01 13:20:10 UTC,completed,ios,Safari 12.1,62fc8dc8-2594-11e9-9a1c-a56abd6235ed,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Redes sociales,10,10,5,2,3,4,5,5,5,5,1,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,,Herramientas de contabilidad,,mejorar el punto de venta go,mejorar inventarios de punto de venta go para pequeños negocios
2019-05-01 13:38:13 UTC,2019-05-01 13:40:07 UTC,completed,ios,Safari 12.1,c2f4b95e-258e-11e9-baa6-b12d294c726c,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,8,9,5,3,5,3,5,5,4,5,5,3,5,,Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,,,,Lector de tarjetas,,,Estoy muy contenta,Ninguna
2019-05-01 13:39:23 UTC,2019-05-01 13:42:12 UTC,completed,android,Chrome 61.0.3163.128,e50593cc-259f-11e9-82fa-fbed5d6c8417,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Búsqueda en la web (Google),9,9,5,5,5,4,5,4,3,5,4,4,5,,,Programas de fidelización y de gestión de las relaciones con los clientes,,,,,,,Nada,Me gustaría saber más sobre ofrecer meses sin intereses
2019-05-01 15:05:54 UTC,2019-05-01 15:09:54 UTC,completed,ios,Safari 11.0,e3722982-25b1-11e9-be9f-0bb125e47814,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,8,9,4,4,4,4,5,3,3,4,2,4,5,,,,,,,Lector de tarjetas,,,Lector de banda no funciona,Todo bien
