Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Hoe ben je in aanraking gekomen met iZettle?,2. 2. Hoe tevreden ben je over het algemeen met iZettle op een schaal van 1 tot 10?,3. 3. Hoe waarschijnlijk is het dat u iZettle zou aanbevelen aan een vriend of collega?,4.1. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Verkooprapportages,4.2. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Klantenondersteuning,4.3. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Stortingen,4.4. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Het totale bedrag die je per kaartbetaling kunt accepteren,4.5. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Accepteren van betalingen,"4.6. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Compatibiliteit met accessoires (b.v. met printers, houders, barcode scanners, etc.)",4.7. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Kaartlezer,4.8. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Het aanbieden van bonnen aan je klanten,4.9. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Je account op my.izettle.com,4.10. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Transactietoeslagen,"4.11. 4. Geef aan op een schaal van 1 tot 5 hoe tevreden je bent met: Onze communicatie (over b.v. over nieuwe functies, tips, account updates, etc.)","5. 5. Van welke van de volgende producten, diensten of oplossingen weet je, of denk je, dat iZettle ze kan aanbieden aan kleine bedrijven?",,,,,,,,,,,6. 6. We zijn altijd op zoek naar manieren om te groeien en de service voor onze klanten te kunnen verbeteren. Geef alsjeblieft aan (en zo ja wat) of er specifiek iets is waar je ontevreden over bent: ,7. 7. We zijn altijd op zoek naar manieren om te groeien en de service voor onze klanten te kunnen verbeteren. Geef alsjeblieft aan (en zo ja wat) of je een bepaalde functie mist in onze dienst:
2019-04-27 18:47:28 UTC,2019-04-27 18:52:33 UTC,completed,ios,Safari 12.1,cc840146-2200-11e9-aefa-d172193c9ef8,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,YouTube,8,8,4,3,4,3,4,3,4,3,4,2,3,,Tools voor boekhouding,,,,,,,,,,X,Minder toeslag. Zodat je in vergelijking met pinautomaat sneller de iZettle pakt
2019-04-28 01:36:59 UTC,2019-04-28 01:50:56 UTC,completed,ios,Safari 12.1,489b0b6a-2271-11e9-a31d-2e3bb0681f13,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Via mijn bank,8,8,4,NA,5,4,5,1,4,2,5,4,3,Tools om verkopen te volgen en te analyseren,,,,Kaartlezer,Point-of-sale-systeem,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)", Zakelijke financiering,,,Gebruiksgemak van het kassasysteem. Voor een winkel met veel verschillende producten kost het te veel tijd om elk product afzonderlijk op te moeten zoeken. Scannen zou in dat geval een stuk sneller zijn maar er is vrijwel geen keuze in barcodescanners en daarbij is de compatibiliteit met bestaande scanners uiterst beperkt.,Kan zo gauw niet iets bedenken..
2019-04-28 06:45:05 UTC,2019-04-28 06:48:37 UTC,completed,windows,Chrome 73.0.3683.103,06d18852-2277-11e9-853c-97febcf0ed22,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,9,10,5,5,4,5,5,5,3,NA,5,3,4,Tools om verkopen te volgen en te analyseren,,,,Kaartlezer,Point-of-sale-systeem,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,'-,Om hierop een gefundeerd antwoord te geven gebruik ik het nog een te korte periode.
2019-04-28 11:30:41 UTC,2019-04-28 11:35:51 UTC,completed,windows,Chrome 74.0.3729.108,1fffa114-2219-11e9-808b-a04206e643df,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, Ik betaalde voor iets of zag iemand anders iets betalen met iZettle,7,8,5,4,3,3,4,3,5,3,3,3,3,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,,,,,, Zakelijke financiering,,,"Graag zou ik willen weten:
- transactiekosten;
- maandoverzichten.

Of, als bovenstaande als bestaat, hoe ik dat te voorschijn kan toveren.",zie voorgaande
2019-04-28 18:17:08 UTC,2019-04-28 18:32:26 UTC,completed,ios,Safari 12.1,9796c988-22d6-11e9-9737-1c1575a27d88,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Online advertenties,5,6,3,4,2,4,4,NA,NA,3,3,3,3,,,,,Kaartlezer,,,,,,,"Ik zou graag te stortingen sneller. Duurt mij allemaal veel te lang.

Daarnaast zou ik graag in de rapportage de verkopen per terminal zien die aan de zelfde rekening nummer of account hangen.

Alvast dank",
2019-04-28 18:56:05 UTC,2019-04-28 18:58:12 UTC,completed,ios,Safari 12.1,a05b2270-2309-11e9-a09c-84588f18f72c,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Via knab,8,9,5,5,5,5,5,5,5,NA,5,1,NA,,,,,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Transactiekosten zijn erg hoog,'-
2019-04-28 19:02:06 UTC,2019-04-28 19:05:05 UTC,completed,ios,Safari 10.0,631f32c4-22d8-11e9-aabf-84924eb4acb9,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Zoekmachine/zoekopdracht (Google),6,7,4,4,4,3,4,3,3,4,4,3,3,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,,,,,,,,,Zou het niet weten,Geen idee
2019-04-28 21:18:51 UTC,2019-04-28 21:21:39 UTC,completed,android,Chrome 67.0.3396.87,7eda11ec-2291-11e9-be13-af1a148d137b,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Online advertenties,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,, Zakelijke financiering,,,Nergens ontevreden over,Niks
2019-04-29 08:41:24 UTC,2019-04-29 08:47:37 UTC,completed,mac,Chrome 74.0.3729.108,2144c7e8-22e6-11e9-b227-ebc0de5cf3a1,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Online advertenties,10,10,3,NA,5,5,5,NA,5,5,5,3,NA,,Tools voor boekhouding,Tools voor personeelsbeheer,,,,Loyaliteits/CRM-add-on,,,,,ben tevreden,ben tevreden
2019-04-29 09:05:05 UTC,2019-04-29 09:12:07 UTC,completed,ios,Safari 12.1,13458648-1d80-11e9-8084-18614879400b,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Zoekmachine/zoekopdracht (Google),6,7,5,5,5,5,5,5,5,5,5,1,5,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,,Kaartlezer,,Loyaliteits/CRM-add-on,,,,,I am very satisfied with iZettle products except transaction costs are higher then before and hoping to get an improved rate on the transaction fees going forward.,N/a
2019-04-29 10:16:15 UTC,2019-04-29 10:19:33 UTC,completed,ios,Safari 12.1,4b1d9430-4b1b-11e8-b5a7-cd51ab21ec8b,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,8,8,5,5,5,5,5,5,5,4,5,5,5,,Tools voor boekhouding,,,,,,,,,,Ik ben tevreden,Koppelen aan een boekhoudprogramma
2019-04-29 15:39:04 UTC,2019-04-29 15:41:26 UTC,completed,ios,Safari 12.1,96e74f10-4b92-11e8-b363-0e87817b5325,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,7,6,4,3,4,3,3,3,3,3,2,1,4,,,,,,,,,,Geen van het bovengenoemde,,Korting voor verenigingen ?,Geen
2019-04-29 16:49:16 UTC,2019-04-29 16:51:31 UTC,completed,ios,Safari 12.0,3e6a43d0-4b18-11e8-83c7-36c758a91d6f,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),8,8,4,4,4,4,4,3,4,4,4,3,4,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,,Kaartlezer,,,,,,,Tevreden,Geen
2019-04-29 18:47:54 UTC,2019-04-29 18:51:15 UTC,completed,ios,Safari 12.1,c0967942-23cf-11e9-a244-bb5c95fbb9cc,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,8,8,5,NA,5,NA,5,NA,5,5,NA,2,NA,,,,,,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)", Zakelijke financiering,,,'-,'-
2019-04-29 19:52:55 UTC,2019-04-29 19:55:59 UTC,completed,windows,Chrome 74.0.3729.108,33f94fe6-2221-11e9-98ba-e90bf256a3c6,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Zoekmachine/zoekopdracht (Google),9,9,5,5,4,4,4,4,5,4,4,2,5,,Tools voor boekhouding,,,,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,/////,//////
2019-04-29 20:18:36 UTC,2019-04-29 20:20:16 UTC,completed,ios,Safari 12.1,eadb6fe0-23bc-11e9-8688-9510cfdd8277,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Social media,8,8,4,3,5,4,4,NA,5,NA,3,1,NA,,,,,,,,, Zakelijke financiering,,,.,.
2019-04-29 20:20:55 UTC,2019-04-29 20:23:13 UTC,completed,android,Chrome 67.0.3396.87,15b6356a-23a9-11e9-ad5f-4c9bf1e8362c,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Zoekmachine/zoekopdracht (Google),8,8,4,NA,4,4,3,NA,4,4,5,4,NA,,,,,,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Weet ik niet,Weet ik niet
2019-04-30 05:32:16 UTC,2019-04-30 05:36:19 UTC,completed,ios,Safari 12.1,c976bfe0-4b80-11e8-b7c2-3c5dba911127,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Via mijn dochter,9,8,5,5,5,4,4,3,5,3,4,4,4,,Tools voor boekhouding,,,,,,,,,,Heb geen idee..!!,Geen idee.!
2019-04-30 15:23:45 UTC,2019-04-30 15:26:46 UTC,completed,ios,Safari 12.1,e8145330-4c9e-11e8-875b-a73c0581cca8,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online advertenties,9,9,NA,5,5,4,4,NA,5,NA,5,3,5,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,Tools voor personeelsbeheer,,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Ben tevreden,Geen idee
2019-04-30 21:03:09 UTC,2019-04-30 21:06:16 UTC,completed,ios,Safari 10.0,fdafe0f6-248e-11e9-84e3-f743342d542f,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,9,9,5,3,5,5,5,5,5,5,5,4,5,,,,,Kaartlezer,,,,,,,Bij creditcard kijken uit welk land en in die taal instructies,Meertalig
2019-05-01 06:07:08 UTC,2019-05-01 06:09:42 UTC,completed,android,Chrome 67.0.3396.87,9cb6d72e-24bf-11e9-835f-ab1229dbe8de,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,7,6,3,3,5,3,3,3,3,3,4,2,3,,,,,,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Niks,Start soms traag op
2019-05-01 07:43:52 UTC,2019-05-01 07:46:24 UTC,completed,windows,Microsoft Edge 17.17134,c6aec060-4cab-11e8-b51e-fc6f9ed68422,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,9,9,4,4,4,4,4,NA,4,3,3,3,3,,Tools voor boekhouding,,,,,,,,,,nee,nee
2019-05-01 10:48:59 UTC,2019-05-01 10:51:54 UTC,completed,mac,Chrome 73.0.3683.103,6a2ca170-4c4e-11e8-8636-a9f30efc2474,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,door mijn man voor mijn bedrijf gekocht,8,9,5,5,4,4,4,4,5,3,4,4,4,,,,,,,,,,Geen van het bovengenoemde,,dat m'n telefoon aan moet blijven en ik dus gebeld kan worden,weet ik niet
2019-05-01 11:18:18 UTC,2019-05-01 11:22:34 UTC,completed,windows,Chrome 74.0.3729.131,6cb5be80-4c68-11e8-9ece-2508f50689e7,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,9,9,5,5,5,5,5,NA,5,NA,NA,3,5,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,,,,,,,,,"ik maak weinig gebruik van I-Zettle, omdat ik niet veel betalingen heb, maar ik vind de service kosten wel hoog per betaling",ik mis niets
2019-05-01 11:54:59 UTC,2019-05-01 11:57:44 UTC,completed,windows,Firefox 66.0,efb21f9e-24d1-11e9-a59c-e2c8c99797e2,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,8,8,4,3,5,4,4,4,4,4,4,4,4,,Tools voor boekhouding,,,,,,,,,,ik zou graag zien dat je ook direct de inkoop vanuit izettle zou kunnen verzorgen en dus ook de registratie van voorraad en boekingen kunt toevoegen aan de rapportage,inkoopmodule
2019-05-01 12:16:15 UTC,2019-05-01 12:24:21 UTC,completed,windows,Chrome 74.0.3729.131,ba7ad504-24a0-11e9-8094-fe9e1bb93519,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Zoekmachine/zoekopdracht (Google),6,6,4,1,4,4,4,NA,5,5,4,1,2,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,,Kaartlezer,,,,,,,"De bereikbaarheid van de klantenservice is echt voor verbetering vatbaar, evenals de openingstijden.","Bij contactloze betaling wordt alleen op de kaartlezer aangegeven dat een transactie is gelukt, wij zouden het heel fijn vinden als dat ook op het display van de de telefoon zichtbaar is. In de app dus."
2019-05-02 06:12:54 UTC,2019-05-02 06:15:31 UTC,completed,windows,Chrome 73.0.3683.103,56dfd79c-2559-11e9-b043-cdcbf4655de4,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,8,8,NA,NA,4,5,4,NA,5,NA,5,1,5,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,Tools voor personeelsbeheer,Tools voor inventarisbeheer,,,,,,,,hoge toeslagen bij betalingen.,"ja, producten toevoegen zonder BTW en dat de btw dan automatisch uitgerekend wordt."
2019-05-02 15:20:43 UTC,2019-05-02 15:26:43 UTC,completed,mac,Safari 12.0.3,ad08d5f0-4e14-11e8-973c-445b81ef2d12,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, Ik betaalde voor iets of zag iemand anders iets betalen met iZettle,3,3,1,2,2,5,4,NA,5,1,2,1,3,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,Tools voor personeelsbeheer,Tools voor inventarisbeheer,Kaartlezer,Point-of-sale-systeem,Loyaliteits/CRM-add-on,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)", Zakelijke financiering,,,"1) De bedragen die iZettle op mijn bankrekening stort, komen niet overeen met de bonnen en facturen die worden verstuurd aan klanten vanwege de betaaltoeslag. Ik vind het erg onhandig dat iZettle niet een aparte rekening voor zijn diensten stuurt. 2) De transactiekosten zijn (veel) te hoog voor grote bedragen. 3) er zijn te weinig mogelijkheden om tekst en omschrijvingen toe te voegen op een bon. 4) de adresgegevens van degene aan wie ik een bon stuur, blijven niet bewaard. Ik heb hierover contact gezocht met iemand van support die me wist te vertellen dat de AVG dat niet zou toestaan. Dit is abuis en moet wel degelijk kunnen.",Alle pijnpunten in stap 6 oplossen zou fantastisch zijn!
2019-05-02 16:41:21 UTC,2019-05-02 16:44:10 UTC,completed,windows,Microsoft Edge 17.17134,e3dd1ca0-4d63-11e8-9434-5f3b84072e77,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),8,8,4,NA,3,4,4,NA,5,NA,3,3,3,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,,,,,,,,,nvt,nvt
2019-05-02 18:15:17 UTC,2019-05-02 18:18:39 UTC,completed,ios,Safari 12.1,a6af6c70-4df9-11e8-a174-f5dbf4ff3ca7,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online advertenties,7,7,5,5,5,5,5,NA,4,4,4,2,NA,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Het gebeurt helaas de laatste tijd best vaak dat de betaling gedurende een paar minuten niet lukt of de kaartlezer geen verbinding maakt,Geen
2019-05-03 06:14:28 UTC,2019-05-03 06:56:52 UTC,completed,windows,Internet Explorer 11.0,65000336-25fb-11e9-99aa-02efaef3bcb9,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, iZettle werd mij door iemand aanbevolen,9,9,5,4,NA,NA,4,NA,4,NA,4,3,4,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,Tools voor inventarisbeheer,Kaartlezer,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Bedrag binnen 1 dag op rekening.,Nvt
2019-05-03 06:24:35 UTC,2019-05-03 06:31:41 UTC,completed,ios,Safari 12.1,c1cfc2f0-4e32-11e8-89e4-60a78cb2d045,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,8,8,4,NA,4,4,4,4,4,4,4,4,4,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,Tools voor inventarisbeheer,Kaartlezer,,Loyaliteits/CRM-add-on,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Over het niet kunnen koppelen aan visma. Juist doordat dit zou kunnen hebben we gekozen voor de Pro versie. Dit is al een jaar niet mogelijk en kost dus veel meer tijd om alles handmatig te moeten invoeren. Ook komt hier geen communicatie over dat het niet gaat of per wanneer wel.,Visma koppelen aan i zettle Pro
2019-05-03 19:52:12 UTC,2019-05-03 20:00:00 UTC,completed,ios,Safari 12.1,642820a8-2716-11e9-9899-28d6d10cbcd3,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Zoekmachine/zoekopdracht (Google),9,9,5,5,5,NA,5,NA,5,5,5,3,5,,Tools voor boekhouding,,,,,,,,,,"Overzicht van transacties per maand , niet bij elkaar opgeteld maar apart !",Transactie overzicht
2019-05-03 20:44:28 UTC,2019-05-03 20:49:52 UTC,completed,windows,Microsoft Edge 17.17134,3d66dcda-2706-11e9-81fc-1da01248060e,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Zoekmachine/zoekopdracht (Google),8,8,4,1,4,5,5,NA,5,5,4,5,NA,,,,,,,,, Zakelijke financiering,,,"Als ik geld van iZettle op mijn rekening krijgt staat geen naam, geen info van wie is dit geld (ik bedoel van welke klant) wij hebben veel moeite met uitzoeken van is is dit geld. Ook antwoord van jullie klantenservice: ""wij kunnen niks veranderen"" is niet acceptable.",.
2019-05-04 16:05:10 UTC,2019-05-04 16:08:20 UTC,completed,mac,Safari 12.0.2,bc2824d0-4e39-11e8-95a4-d20e705f48a9,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),8,5,5,5,4,4,2,4,5,3,3,1,2,,,,,,,,,,Geen van het bovengenoemde,,de kosten per transactie,nee
2019-05-04 18:34:30 UTC,2019-05-04 18:36:50 UTC,completed,ios,Safari 12.1,c287d5c0-4f9a-11e8-806c-3530d8fb6023,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,5,6,4,NA,NA,NA,5,NA,4,NA,4,2,4,,,,,,,,,,Geen van het bovengenoemde,,?,?
2019-05-05 16:40:11 UTC,2019-05-05 16:43:10 UTC,completed,android,Chrome 74.0.3729.136,34459a80-502c-11e8-b11c-1b61b1f27a73,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),7,6,5,4,3,3,4,NA,4,NA,4,3,4,,Tools voor boekhouding,,,,,,, Zakelijke financiering,,,,
2019-05-05 18:37:08 UTC,2019-05-05 18:39:39 UTC,completed,ios,Safari 11.0,1f7a74f6-2879-11e9-8a69-75338fc30b68,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2, Ik betaalde voor iets of zag iemand anders iets betalen met iZettle,9,9,5,5,5,5,5,5,5,5,5,3,5,,,,,,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Gb,Niets
2019-05-05 19:22:11 UTC,2019-05-05 19:24:08 UTC,completed,android,Chrome 67.0.3396.87,6e0def10-4fd7-11e8-aa58-b5143618b7bb,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Social media,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,Kaartlezer,,,,,,,Ben zeer tevreden,Ik mis niets
2019-05-05 20:44:11 UTC,2019-05-05 20:48:00 UTC,completed,windows,Microsoft Edge 17.17134,bec815e0-4eae-11e8-aefb-60d3901b1314,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,8,8,4,3,5,5,5,5,5,5,4,3,3,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,Tools voor personeelsbeheer,Tools voor inventarisbeheer,Kaartlezer,Point-of-sale-systeem,Loyaliteits/CRM-add-on,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Ik vind het fooien/service toeslag onderdeel niet helemaal duidelijk.,ik mis niets
2019-05-06 08:02:46 UTC,2019-05-06 08:05:52 UTC,completed,ios,Safari 12.1,6df6d8d0-5080-11e8-b804-539ec9fba3b8,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,8,8,5,5,5,5,4,4,4,NA,4,4,4,,Tools voor boekhouding,,,Kaartlezer,,,,,,,Kaartlezer gauw leeg,Geen
2019-05-06 09:20:00 UTC,2019-05-06 09:31:18 UTC,completed,windows,Chrome 73.0.3683.103,5c3ccca0-4f70-11e8-84c9-602c0ace717e,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),6,6,5,4,4,4,4,2,2,2,4,4,4,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,,,Kaartlezer,Point-of-sale-systeem,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Bluetooth verbinding zeer wisselvallig en van slechte kwaliteit. Ik zou gebaat bij zijn met een rechtstreekse 3G verbinding.,Rechtstreekse 3G verbinding.
2019-05-06 10:55:30 UTC,2019-05-06 11:00:10 UTC,completed,ios,Safari 12.1,1b647520-4f70-11e8-9062-bd5cf38ff545,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,9,9,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,, Zakelijke financiering,,,Geen,Nvt
2019-05-06 21:59:25 UTC,2019-05-06 22:01:57 UTC,completed,android,Chrome 74.0.3729.136,832de956-2946-11e9-b464-778ef2f555ee,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Zoekmachine/zoekopdracht (Google),7,7,NA,NA,4,NA,3,NA,3,NA,4,3,3,,,,,Kaartlezer,,,,,,,Ding wil voortdurend updaten en start daardoor slecht op.,.
2019-05-07 15:19:34 UTC,2019-05-07 15:20:52 UTC,completed,windows,Chrome 73.0.3683.103,675343a0-51e9-11e8-b272-4749a35ed90a,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2, iZettle werd mij door iemand aanbevolen,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,Geen van het bovengenoemde,,nee,nee
2019-05-07 15:26:26 UTC,2019-05-07 15:30:12 UTC,completed,windows,Chrome 74.0.3729.131,d0e862a0-50ea-11e8-9632-2662035b1709,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,uber,10,10,5,5,5,5,5,NA,5,5,5,5,5,Tools om verkopen te volgen en te analyseren,Tools voor boekhouding,Tools voor personeelsbeheer,Tools voor inventarisbeheer,,,,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)", Zakelijke financiering,,,!!,!
2019-05-07 17:46:17 UTC,2019-05-07 17:48:36 UTC,completed,android,Chrome 74.0.3729.136,63aeb060-520f-11e8-9c9e-abd42ddaa7a3,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Zoekmachine/zoekopdracht (Google),8,10,5,5,5,5,5,1,5,5,5,5,5,,,,,,,,,,Geen van het bovengenoemde,,Ga ik over mailen..,Nvt
2019-05-07 19:23:16 UTC,2019-05-07 19:30:24 UTC,completed,mac,Chrome 74.0.3729.131,387f1308-2a4f-11e9-a351-8656996c9adc,3M,NL,email,crm,EU_NL_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Social media,6,1,5,4,4,4,5,5,5,5,5,1,5,,Tools voor boekhouding,Tools voor personeelsbeheer,Tools voor inventarisbeheer,,,Loyaliteits/CRM-add-on,"Kassa-randproducten (bijvoorbeeld een kassabonprinter, barcode-lezer, etc.)",,,,Ik zal het geweldig vinden als de betalingen direct op mijn rekening komen!,boekhoud tools!
