Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Mitä kautta tutustuit iZettleen?,2. 2. Miten tyytyväinen olet yleisesti iZettleen?,3. 3. Kuinka todennäköisesti suosittelisit iZettle ystävälle tai työtoverille?,"4.1. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Viestintä (esimerkiksi uusista iZettlen toiminnoista, vinkit & niksit, tilin päivitykset)",4.2. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Tilisi osoitteessa my.izettle.com,"4.3. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Yhteensopivuus lisävarusteiden kanssa (esimerkiksi tulostimet, telakat, viivakoodinlukijat jne.)",4.4. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Kuitin tarjoaminen asiakkaillesi,4.5. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Yksittäisten korttimaksujen maksukatto,"4.6. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Asiakaspalvelu
",4.7. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Maksujen vastaanottaminen,4.8. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Kortinlukija,4.9. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Myyntiraportit,4.10. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Tapahtumakulut,4.11. 4. Miten tyytyväinen olet seuraaviin iZettlen toimintoihin: Talletukset,"5. 5. Mitä seuraavista tuotteista, palveluista tai ratkaisuista tiedät iZettlen tarjoavan tai mitä seuraavista arvelet iZettlen voivan tarjota pienyrityksille?",,,,,,,,,,,,,,,,,,"6. 6. Pyrimme aina parantamaan palvelua ja kokemusta asiakkaillemme. Pyydämme teitä ystävällisesti kertomaan, mikäli: olette johonkin erityisen tyytymätön.","7. 7. Pyrimme aina parantamaan palvelua ja kokemusta asiakkaillemme. Pyydämme teitä ystävällisesti kertomaan, mikäli: kaipaat palveluumme joitain uusia toimintoja."
2019-05-03 16:24:59 UTC,2019-05-03 16:26:32 UTC,completed,android,Chrome 71.0.3578.99,b7e5fc60-46e8-11e8-9dcd-dec93749aada,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Sosiaalisen median,7,8,3,3,4,4,3,3,4,3,5,3,4,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,,,,,,,,,,,,,En ole,En kaipaa
2019-05-04 16:26:05 UTC,2019-05-04 16:27:38 UTC,completed,windows,Chrome 73.0.3683.103,33cc4f70-4fb6-11e8-a6c0-62094155903d,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internethaulla (Google),8,8,4,4,4,5,4,4,5,5,5,5,5,,,Kortinlukija,,,,,,Kirjanpitotyökalut,,,,,,,,,,ei,ei kaipaa
2019-05-05 01:08:59 UTC,2019-05-05 01:12:08 UTC,completed,windows,Internet Explorer 11.0,c55c1b80-4f86-11e8-81b6-94960f587e99,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,9,9,4,4,NA,5,4,4,5,5,4,4,NA,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),Työntekijöiden hallintatyökalut,Kirjanpitotyökalut,,,,,,,,,,ei erityisiä kohteita,"meillä yksinkertainen toiminta, nykyiset riittävät hyvin"
2019-05-05 05:37:38 UTC,2019-05-05 05:40:12 UTC,completed,ios,Safari 12.1,583bd7a0-4f8d-11e8-b7b8-c1df1ecea500,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Verkkomainoksen,9,9,4,4,4,4,4,4,4,4,4,3,4,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Ei kommentoitavaa,Ei tule mitään mieleen
2019-05-06 08:58:54 UTC,2019-05-06 09:02:11 UTC,completed,android,Chrome 61.0.3163.128,0bdf0c6a-2877-11e9-8b26-76aa124b25d5,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,10,10,5,5,NA,5,5,5,5,5,5,3,NA,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,Kirjanpitotyökalut,,,,,,,,,,Kaikki on hyvin toimiva,Mahdollisuus saada toinen kortin lukija edullisesti.
2019-05-06 17:55:08 UTC,2019-05-06 17:59:58 UTC,completed,android,Chrome 67.0.3396.87,5a8fed50-2946-11e9-b465-711170faac47,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internethaulla (Google),9,9,4,5,4,4,4,4,4,5,5,5,5,,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,En ole tyytymätön,En
2019-05-07 02:44:00 UTC,2019-05-07 02:46:31 UTC,completed,windows,Firefox 66.0,57a06290-515c-11e8-aa6e-2e3439857d86,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,9,9,4,4,3,3,4,4,5,5,5,4,4,,,Kortinlukija,,Kassajärjestelmä,,,,,,,,,,,,,,ei kommentoitavaa,ei kommentoitavaa
2019-05-07 16:58:23 UTC,2019-05-07 17:00:49 UTC,completed,ios,Safari 12.1,3941c6ca-29e4-11e9-b5a6-667cf9f4420e,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,8,8,2,4,5,5,5,5,5,5,5,5,4,Myynnin seuranta- ja analysointityökalut,,,,,,,,,,,,,,,,,,Ei vielä valitettavaa,Ei ole vielä mitään
2019-05-08 04:47:57 UTC,2019-05-08 04:53:50 UTC,completed,windows,Firefox 66.0,51978f9e-2a06-11e9-bc5e-f0a9ff7313ea,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internethaulla (Google),9,10,4,4,4,4,4,4,5,3,5,5,5,,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,Kirjanpitotyökalut,,,,,,,,,,Ei nyt suurempaa valittamista ole laitteisiin tai muuhun tarpeelliseen. Yksinkertainen on tehokasta ja kaunista. Ei tarvita mitään kovin monimutkaista.,Liikaa tulee viestejä kyllä asiakkaat osavat kysyä jos jotain tarvitsevat. Alkaa se kauppaaminen kyllästyttää kun sähköpostiin tulee muutenkin kaikenlaista kauppatavaran mainosta ja työaika menee niitä poistellessa.  Vaikka 4 kertaa vuodessa tai mieluummin 2 x.  Kyllä asiakas osaa hakea itse.  Tulee sellaien tyrkytys mieleen jos liikaa niitä sähköposteja tulee.
2019-05-08 09:11:22 UTC,2019-05-08 09:15:48 UTC,completed,windows,Firefox 66.0,734d9ce2-2a32-11e9-91d9-dc4243fc1c60,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Minulle suositeltiin laitetta,8,8,NA,NA,4,4,NA,NA,4,4,NA,3,2,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,,,,,,,,,,,,,,,En ole mihinkään erityisen tyytymätön.,'-
2019-05-08 18:57:29 UTC,2019-05-08 19:00:30 UTC,completed,android,Chrome 73.0.3683.90,f4f602bc-2aa4-11e9-ae00-154d4860f38a,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,9,10,5,5,5,5,3,5,5,5,3,4,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,En mihinkään. Kaikki on loistavasti.,Nyt on hyvin.
2019-05-08 20:10:28 UTC,2019-05-08 20:12:57 UTC,completed,android,Chrome 74.0.3729.136,9eb30378-2973-11e9-b1f0-4372c5270c7c,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internethaulla (Google),9,10,4,5,5,5,4,5,5,5,5,5,5,,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Olen tyytyväinen,En kaipaa mitään
2019-05-09 15:55:28 UTC,2019-05-09 15:58:55 UTC,completed,android,Chrome 74.0.3729.136,409ab530-26e7-11e9-b121-654a238b9cd8,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,6,8,3,3,3,4,5,3,2,3,4,2,4,,,Kortinlukija,,,,,,,,,,,,,,,,"Laite ei aina toimi heti, vaikka päivitin puhelimeni. Joudun sulkemaan puhelimen kokonaan ja avaamaan uudestaan, jotta saan yhteyden.",En kaipaa mitään
2019-05-09 19:11:43 UTC,2019-05-09 19:16:48 UTC,completed,windows,Chrome 74.0.3729.131,dfd79d52-2b6f-11e9-ac23-9318ec874bba,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internethaulla (Google),7,7,3,4,3,5,4,4,4,4,4,1,4,,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,"Komissio korttimaksuista on liian iso suuremmalla liikevaihdolla, olen vaihtamassa järjestelmää. Mikäli komissio olisi matalampi ja kassajärjestelmästä löytyisi muutama lisäominaisuus, pysyisin asiakkaana ilomielin.","Tuki lounasseteleille, hinnan alennus yksittäisiin tuotteisiin kassatapahtumassa (eikä vain kokonaissummaan). Maksun jakaminen osiin. Tilausten vastaanotto (+tilauskuitti) ja myöhempi maksaminen. Muun muassa."
2019-05-10 05:33:07 UTC,2019-05-10 05:37:52 UTC,completed,android,Chrome 67.0.3396.87,bed824a0-5352-11e8-830a-1ddcde9a691d,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,9,9,5,5,1,1,4,4,4,5,2,5,3,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,,,,,,,,,,,,,"Tilityksen tulo tilille viiveellä ,",Tankattiin yhdistettävä kuittitulostin
2019-05-10 19:50:19 UTC,2019-05-10 19:51:41 UTC,completed,mac,Safari 12.1,d6955f40-5415-11e8-86f8-4b6fe73fdef1,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,8,8,4,4,4,4,4,2,4,4,4,2,4,,,Kortinlukija,,,Yritysten rahoitus,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,Kirjanpitotyökalut,,,,,,,,,,'-,'-
2019-05-11 07:14:48 UTC,2019-05-11 07:17:53 UTC,completed,windows,Chrome 74.0.3729.131,e08cf506-2b80-11e9-baf7-45ba1f78da24,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internethaulla (Google),7,8,2,2,4,3,NA,2,2,4,3,2,NA,,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,"ALV asetus tuotteessa nollaantuu aina, kun teen muutosia tuotteeseen tai perustan tuotteen. Joudun aina käsin käydä korjaamassa sen muutoksen jälkeen.","Luin iZettle prosta, miksi tätä ei ole tarjottu minulle? Minulle kuuluu premium tuki, mutten löydä sen tietoja mistään."
2019-05-11 15:27:08 UTC,2019-05-11 15:29:12 UTC,completed,android,Chrome 74.0.3729.136,f4ec9660-5515-11e8-bb6c-f00dfe401e15,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,9,9,3,2,NA,4,NA,5,5,5,5,4,5,,,Kortinlukija,,Kassajärjestelmä,,,,,,,,,,,,,,En ole tyytymätön,En kaipaa mitään
2019-05-11 17:23:52 UTC,2019-05-11 17:27:14 UTC,completed,ios,Safari 12.1,896a083a-2d1b-11e9-a6a2-ebe145dcd26b,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,10,10,5,5,4,5,2,4,5,5,5,5,5,,,Kortinlukija,,Kassajärjestelmä,,,,,,,,,,,,,,En ole tyytymätön,Ei tule nyt mitään mieleen
2019-05-11 18:00:35 UTC,2019-05-11 18:02:57 UTC,completed,ios,Safari 12.1,aa3c1370-553d-11e8-9c03-a41c365cdccb,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Sosiaalisen median,9,10,3,4,5,5,NA,2,5,5,5,5,5,,,Kortinlukija,Varastonhallintatyökalut,,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Kaikki ok,No
2019-05-12 17:36:10 UTC,2019-05-12 17:38:59 UTC,completed,android,Chrome 73.0.3683.90,690d4730-55f0-11e8-854d-0fb7b2701303,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internethaulla (Google),9,10,4,4,NA,3,NA,NA,4,4,5,3,5,,,Kortinlukija,,Kassajärjestelmä,Yritysten rahoitus,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,Kirjanpitotyökalut,,,,,,,,,,'-,'-
2019-05-12 18:58:33 UTC,2019-05-12 19:02:16 UTC,completed,ios,Safari 12.1,b17b3d8e-2dcb-11e9-bb33-bf0853852dfd,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,9,9,4,4,4,4,4,4,4,4,5,5,5,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,Kirjanpitotyökalut,,,,,,,,,,Ei ole sellaista!,Kaikki on hienosti!
2019-05-13 05:05:44 UTC,2019-05-13 05:14:09 UTC,completed,android,Chrome 74.0.3729.136,9cf9baf0-52f4-11e8-9821-14787c713f35,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internethaulla (Google),9,10,4,4,3,3,4,5,4,3,2,3,4,Myynnin seuranta- ja analysointityökalut,,,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,"En erityisesti mihinkään, ehkä raporttien löytyminen. Syy saattaa olla enemmänkin käyttäjässä.",Ok
2019-05-13 17:00:10 UTC,2019-05-13 17:02:45 UTC,completed,linux,Firefox 66.0,427e419c-2eb1-11e9-b2eb-f0eaf65a3209,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,9,9,NA,4,NA,5,NA,5,5,4,5,3,5,,,Kortinlukija,,,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),Työntekijöiden hallintatyökalut,,,,,,,,,,,Kiitos hyvästä asiakaspalvelusta!,Raportin tekstit ja luvut on kamalan pienellä fontilla.
2019-05-14 12:54:36 UTC,2019-05-14 12:56:48 UTC,completed,windows,Microsoft Edge 17.17134,0c837bd0-54fe-11e8-b4aa-cf8b4d7e35e4,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,9,9,4,5,3,5,3,4,5,5,5,5,5,Myynnin seuranta- ja analysointityökalut,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,Yritysten rahoitus,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,Kirjanpitotyökalut,,,,,,,,,,'-,'-
2019-05-14 16:09:59 UTC,2019-05-14 16:16:56 UTC,completed,windows,Chrome 73.0.3683.103,4cb4c7b2-1e44-11e9-b47f-8e08d3d610f8,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internethaulla (Google),7,8,3,3,2,2,4,4,3,4,3,2,5,,,,,,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Käyttökulut voisivat olla pienemmät.,En kaipaa uusia toimintoja.
2019-05-15 05:32:52 UTC,2019-05-15 05:35:11 UTC,completed,windows,Chrome 74.0.3729.131,d7e8161e-2fbe-11e9-bb01-4f7db721787c,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Verkkomainoksen,10,9,4,3,5,4,3,4,5,4,4,3,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),Työntekijöiden hallintatyökalut,,,,,,,,,,,Kaikki ok,En kaipaa
2019-05-15 06:20:31 UTC,2019-05-15 06:23:00 UTC,completed,android,Chrome 74.0.3729.136,f133ea90-2fb3-11e9-819a-4084c717401c,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,8,9,3,NA,3,3,NA,NA,4,5,5,4,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,En ole tyytymätön,En tarvi
2019-05-15 16:29:25 UTC,2019-05-15 16:33:23 UTC,completed,ios,Safari 11.0,fdd93f90-583e-11e8-ae74-b42919cb7888,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Kaveri kerto.,8,9,3,4,4,5,1,3,4,4,2,2,4,,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,Yritysten rahoitus,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,.,Juu.
2019-05-15 18:47:09 UTC,2019-05-15 18:55:40 UTC,completed,android,Chrome 74.0.3729.136,a27ad580-3049-11e9-9a17-78f7e17ee191,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internethaulla (Google),8,8,4,4,NA,3,NA,4,5,4,5,3,4,,,Kortinlukija,,Kassajärjestelmä,Yritysten rahoitus,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,"Laitteen akku aina tyhjä yön jälkeen vaikka ei olisi yli -5 astetta. Pitää aina varmistaa että yhteydessä puhelimen kanssa ennen kun uskaltaa ottaa maksun, muuten kestää kauan.",Kellon aika jne voisi olla kuitissa
2019-05-16 05:54:31 UTC,2019-05-16 05:59:45 UTC,completed,windows,Firefox 66.0,68bd4db0-57f9-11e8-b0bc-fc98803be99a,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Sosiaalisen median,9,9,4,3,NA,4,NA,4,4,4,3,3,3,,Kanta-asiakkuuksien hallinta / CRM-lisäosa,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,"Olen erittäin tyytyväinen tuotteeseen. Ainoa negatiivinen juttu on uusien tuotteiden lisäys, se on muuttunut sekavaksi ja minulle huonoksi. Yhden tuotteen alle voi lisätä värin yms. mutta sieltä puuttuu vapaa ruutu. Minulla on eri kokoisia tuotteita ja nyt en pysty lisäämään niitä yhden tuotteen alle.",en
2019-05-18 16:40:21 UTC,2019-05-18 16:43:26 UTC,completed,android,Chrome 74.0.3729.157,6117c73c-32ca-11e9-b977-41efefded548,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,10,10,5,5,NA,5,NA,NA,5,5,5,4,NA,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,Kirjanpitotyökalut,,,,,,,,,,Olen täysin tyytyväinen,Riittävä minulle
2019-05-19 07:05:19 UTC,2019-05-19 07:08:08 UTC,completed,android,Chrome 67.0.3396.87,f24ac17c-32bc-11e9-87c4-349f04a910b4,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internethaulla (Google),9,10,4,5,5,3,4,4,5,5,5,4,4,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Ok,Ok
2019-05-19 20:40:27 UTC,2019-05-19 20:42:41 UTC,completed,mac,Safari 12.1.1,174eede4-2d5a-11e9-998a-cdb2589abcfe,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Käytin tai näin jonkun käyttävän iZettleä maksamiseen,10,10,4,4,4,4,NA,4,4,4,4,4,4,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Ei tule mitään mieleen mikä ei toimisi tällä hetkellä hyvin,Puhelimen kautta käytettävä viivakoodin skannaus ei toimi kyllä ihan niinkuin pitäisi. Messuilla huomattiin ja todettiin se epäkäytännölliseksi.
2019-05-20 05:56:09 UTC,2019-05-20 05:59:22 UTC,completed,windows,Microsoft Edge 17.17134,cd3da948-338f-11e9-a6b9-2d54239193f5,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Etsin tarpeeseen ja vertailussani tämä vaihtoehto oli paras,9,9,4,5,4,4,4,4,4,5,5,4,4,,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Ei syytä tyytymättömyyteen,Kaikki tarpeellinen on tällä hetkellä olemassa
2019-05-20 16:42:46 UTC,2019-05-20 16:46:28 UTC,completed,ios,Safari 12.1.1,078eca62-3469-11e9-921b-209d98dfcd0c,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,10,10,5,5,4,4,5,5,5,5,5,3,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,Kirjanpitotyökalut,,,,,,,,,,Kuittitulostin ei aina toimi,Ei mitään
2019-05-20 17:43:27 UTC,2019-05-20 17:46:28 UTC,completed,windows,Chrome 74.0.3729.157,83cde010-5c40-11e8-9874-9d2a61e539ae,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,9,9,4,5,3,4,5,3,5,4,4,3,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,,,,,,,,,,,,,En ole erityisen tyytymätön mihinkään.,Myyntiraportit voisivat olla monipuolisempia.
2019-05-20 18:04:40 UTC,2019-05-20 18:09:44 UTC,completed,android,Chrome 74.0.3729.157,b78511c0-5c5f-11e8-b824-d6cae88622e9,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,10,10,4,5,4,3,3,4,5,5,5,5,4,,,Kortinlukija,,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Olen tosi tyytyväinen ollut izettleen. Vieläkun saisin tai osaisin laittaa spostiin asiakkaille kuitin.,En osaa sanoa
2019-05-20 18:54:37 UTC,2019-05-20 18:58:53 UTC,completed,android,Chrome 72.0.3626.105,be5640b2-34a1-11e9-9683-834e06385a3b,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internethaulla (Google),10,10,NA,5,4,2,5,5,5,4,5,5,5,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,Yritysten rahoitus,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,,,,,,,,,,,Kuitille tulostuvia tietoja olisi hyvä saada lisää valinnaisina,Yhteys kortinlukijan ja kännykän välillä pätkii toisinaan. Sitä voisi parantaa.
2019-05-21 06:37:46 UTC,2019-05-21 07:42:00 UTC,completed,mac,Safari 12.0.1,0973dab0-5ab8-11e8-8dba-75e5e7c3babf,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,9,9,NA,4,NA,4,4,NA,5,5,5,5,4,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,,Kassajärjestelmä,,,,,,,,,,,,,,kaikki jees,ei tarvetta
2019-05-21 14:18:09 UTC,2019-05-21 14:20:12 UTC,completed,android,Chrome 73.0.3683.90,594f5bd6-33ac-11e9-9d27-22c31c252dd5,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Joku suositteli iZettleä minulle,9,9,4,3,4,4,NA,NA,4,4,4,4,NA,Myynnin seuranta- ja analysointityökalut,,Kortinlukija,Varastonhallintatyökalut,Kassajärjestelmä,,Kassakoneen lisävarusteet (esim. kuittitulostin ja viivakoodinlukija),,Kirjanpitotyökalut,,,,,,,,,,'-,'-
2019-05-21 15:24:01 UTC,2019-05-21 15:30:09 UTC,completed,ios,Safari 12.1,5e517bb0-5d2d-11e8-ae66-308736083a80,3M,FI,email,crm,EU_FI_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Joku suositteli iZettleä minulle,9,9,5,5,3,5,5,5,5,5,5,5,5,,,Kortinlukija,,,,,,,,,,,,,,,,Ei valittamista,Ei tule mieleen
