Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. How did you find out about iZettle?,"2. 2. Overall, how satisfied are you with iZettle, on a scale from 1 to 10?",3. 3. How likely is it that you would recommend iZettle to a friend or colleague?,"4.1. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Deposits","4.2. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: The total amount you can accept per card payment","4.3. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Communication efforts (e.g., about new features iZettle releases, tips & tricks, account updates)","4.4. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Your account on my.izettle.com","4.5. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Customer support","4.6. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Taking payments","4.7. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Compatibility with accessories (e.g., printers, stands, barcode scanners, etc.)","4.8. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Transaction fees","4.9. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Sales reports","4.10. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Card reader","4.11. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Offering your customers a receipt","5. 5. Which of the following products, services or solutions do you know or think that iZettle can offer small businesses?",,,,,,,,,,,6. 6. We are always looking to grow and improve the service for our customers. Please explain below if there is anything you are particularly dissatisfied with:,7. 7. We are always looking to grow and improve the service for our customers. Please explain below if there is any functionality in our service that you are missing today:
2019-04-20 16:40:11 UTC,2019-04-20 16:42:49 UTC,completed,ios,Safari 12.1,94e95e20-44ed-11e8-8def-2f4b47664d06,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,NA,5,5,5,5,5,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,Point-of-sale system,Tools to track and analyze sales,,Tools to manage inventory,,,Nothing never had a problem,None
2019-04-20 20:46:37 UTC,2019-04-20 20:49:49 UTC,completed,ios,Safari 12.1,cb3f1ab4-1cc4-11e9-b118-b332cbb4e165,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,3,5,5,5,NA,5,5,5,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,,,,,,,The deposit time could be shorter but I knew that before I got my iZettle account,Nothing
2019-04-21 07:04:55 UTC,2019-04-21 07:08:08 UTC,completed,android,Chrome 73.0.3683.90,361588fe-1cc6-11e9-b478-a01189b567ec,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,1,1,5,5,3,4,1,1,1,2,5,1,4,, Loyalty/CRM add-on,,Card Reader,,Point-of-sale system,Tools to track and analyze sales,,,,,Customer service available 24x7 esp to assist when your product stops working!,Ability to take payments via card continuously @
2019-04-21 15:54:37 UTC,2019-04-21 15:57:15 UTC,completed,android,Chrome 73.0.3683.90,087b0a14-1cf2-11e9-a455-cfe29b39f4f1,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,NA,5,5,5,NA,5,NA,3,5,4,NA,,,,,,,,,,Accounting tools,,Occasionally the card reader freezes. Switching on and off works so not a big issue but a niggle,Can't think of anything
2019-04-21 17:35:04 UTC,2019-04-21 17:39:03 UTC,completed,ios,Safari 12.1,a44f3362-1c29-11e9-8c66-33ba01c6fe6a,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),10,10,5,NA,5,5,NA,5,NA,4,5,5,5,, Loyalty/CRM add-on,,,,,,,,,,Sometimes I have to reboot,No
2019-04-21 17:38:49 UTC,2019-04-21 17:42:13 UTC,completed,android,Chrome 67.0.3396.87,c4c05ef0-4489-11e8-a7a0-e46e2d449085,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,5,5,5,5,NA,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,,,,,,,All good thanks,I would like a printer for receipts
2019-04-21 19:04:21 UTC,2019-04-21 19:06:43 UTC,completed,ios,Safari 11.0,367cb606-1d6f-11e9-b810-c8c58e6cfa11,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,NA,5,5,5,5,5,NA,,,,,,,,,,,None of the above,Not at the moment,Don’t think so
2019-04-21 20:02:51 UTC,2019-04-21 20:07:07 UTC,completed,android,Chrome 73.0.3683.90,e2f28c40-4565-11e8-8389-b1ea71c820aa,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),7,10,5,5,3,5,3,5,NA,5,5,5,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,Invoicing,Point-of-sale system,,,,,,Nowt,Thanks
2019-04-21 21:20:00 UTC,2019-04-21 21:22:15 UTC,completed,ios,Safari 12.1,76338580-1dc0-11e9-b725-7b48966121a0,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,9,9,3,5,NA,4,1,5,NA,3,5,5,3,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,Point-of-sale system,,,,,,X,X
2019-04-22 08:45:19 UTC,2019-04-22 08:47:23 UTC,completed,android,Chrome 73.0.3683.90,078d98bc-1dae-11e9-9882-3258e4fba967,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,NA,5,5,5,5,5,5,4,5,5,5,,,,Card Reader,,Point-of-sale system,,,,,,Satisfied,No
2019-04-22 16:21:01 UTC,2019-04-22 16:23:17 UTC,completed,ios,Safari 12.1,45ea0610-466b-11e8-9da7-1c84c550fb35,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Television,10,10,5,5,5,5,5,5,5,3,5,5,5,, Loyalty/CRM add-on,,,Invoicing,,,,,,,.,.
2019-04-22 17:30:38 UTC,2019-04-22 19:31:55 UTC,completed,ios,Safari 12.1,496500d0-460f-11e8-8d62-3589379b2656,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,NA,5,NA,4,NA,5,NA,,,,Card Reader,,,,,,,,Nothing at present,Can’t think of anything
2019-04-22 18:04:46 UTC,2019-04-22 18:07:33 UTC,completed,ios,Safari 12.1,56f78270-4666-11e8-a32f-294111b67f66,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,7,9,5,5,4,5,2,4,NA,2,4,5,4,, Loyalty/CRM add-on,,Card Reader,,Point-of-sale system,,,,,,Customer Service is only offered on weekdays between 9-00 and 5-00. Most of our transactions are evenings and weekends.,None.
2019-04-22 18:25:34 UTC,2019-04-22 18:31:33 UTC,completed,ios,Safari 12.1,d50aa8f8-1e57-11e9-9fa4-34ceabfa34fc,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Social media,10,10,NA,NA,5,5,NA,5,NA,3,5,5,5,,,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,Tools to manage inventory,,,Lower fees or promos on lower fees to encourage us to generate more sales,"Ability to add contacts as simply as an iPhone. so we can select them, take a payment and the receipt getting text to the customer/contact automatically with no email needed"
2019-04-22 18:56:41 UTC,2019-04-22 19:00:46 UTC,completed,ios,Safari 12.0,936a55c0-1e42-11e9-8891-9cc3bb665d00,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,8,8,4,5,5,5,5,5,NA,3,5,3,3,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,Tools to manage inventory,,,From time to time my device doesnt sync with my phone. Sometimes the transactions take a long time to go through. Sometimes my device looses sync with my phone.,Na
2019-04-22 19:12:45 UTC,2019-04-22 19:15:42 UTC,completed,windows,Chrome 73.0.3683.103,b02b9aae-1e5e-11e9-8b53-56b9627fce45,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Social media,8,9,NA,4,4,4,4,5,NA,NA,4,4,4,"Cash register add-on (for example receipt printer, barcode reader etc.)", Loyalty/CRM add-on,Employee management tools,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,Business financing,Tools to manage inventory,Accounting tools,,The only thing slowing me down is myself!,Being able to speak to someone today (bank holiday)
2019-04-22 19:52:49 UTC,2019-04-22 19:56:45 UTC,completed,ios,Safari 12.1,36171de8-1e30-11e9-a6df-bd4715397893,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Account ,5,4,3,5,3,3,3,2,2,1,4,2,1,,,,,,,,,,Accounting tools,,£4000 per month I was told would decrease my fees. I’m now putting through over £4000 a month and no change?,"Delay from point of sale, to email to actually hitting the bank. Previous provider much quicker, normal next day"
2019-04-22 20:30:11 UTC,2019-04-22 20:35:40 UTC,completed,ios,Safari 12.1,42e1b870-4605-11e8-bd74-fae38a955e1b,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,4,4,4,5,4,NA,4,5,3,3,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,,,,,,Fee is high.,'-
2019-04-22 20:59:06 UTC,2019-04-22 21:01:31 UTC,completed,ios,Safari 12.1,eec8dddc-1e1b-11e9-9b2a-0dd19b87e6ef,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,9,9,5,5,5,5,5,5,5,5,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,Invoicing,Point-of-sale system,,,,Accounting tools,,N/a,N/a
2019-04-22 21:14:59 UTC,2019-04-22 21:21:40 UTC,completed,ios,Safari 12.1,17a88444-1e14-11e9-b7e6-1847f743179d,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Online ads,7,7,NA,3,3,3,3,3,3,4,2,3,5,, Loyalty/CRM add-on,,,,Point-of-sale system,Tools to track and analyze sales,,,,,End of day total ! Where is it?,Loyalty card
2019-04-22 21:32:50 UTC,2019-04-22 21:37:06 UTC,completed,ios,Safari 12.1,b087aa60-447a-11e8-b82d-a85d3981fc87,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Social media,7,7,2,4,5,4,5,5,4,4,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,,,,The time from payment or invoice to the money being deposited,No
2019-04-22 21:33:59 UTC,2019-04-22 21:36:38 UTC,completed,ios,Safari 12.1,45187442-1e1a-11e9-9422-0914b88c150d,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,I paid for something with iZettle or saw someone else do so,9,9,4,5,5,2,4,5,2,2,5,3,5,,,Employee management tools,,,,,,,,,Does not work if battery is running low,All fine
2019-04-22 23:18:08 UTC,2019-04-22 23:20:39 UTC,completed,android,Chrome 73.0.3683.90,7f3142ec-1c5a-11e9-ba7f-43a0af93cfd1,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),9,9,NA,5,5,5,NA,5,NA,5,4,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,Employee management tools,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,Business financing,Tools to manage inventory,Accounting tools,,The only thing that I don't love is how long it takes for funds to go into my bank,
2019-04-23 10:20:37 UTC,2019-04-23 10:23:10 UTC,completed,windows,Chrome 73.0.3683.103,f1c25e70-4480-11e8-a784-915cf401eeff,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,3,5,5,4,5,NA,4,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,Business financing,Tools to manage inventory,,,nothing,over the phone payments made easy
2019-04-23 15:37:26 UTC,2019-04-23 15:41:04 UTC,completed,ios,Safari 12.1,09626770-46e1-11e8-99e4-1dc20f4d2b6e,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Social media,6,7,1,4,4,4,4,4,4,5,4,4,4,,,Employee management tools,,Invoicing,Point-of-sale system,,,,Accounting tools,,I had a business before which earned a lot more and I had daily deposits. Money would only take a day to come through but now I have a different business and I wait over 3-4 days for money to come through. I would like it to be 2 days max,Accounting
2019-04-23 15:42:05 UTC,2019-04-23 15:44:45 UTC,completed,ios,Safari 12.1,a6b4c400-46f0-11e8-a13c-a9b754ee49d9,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,1,1,5,5,1,1,1,1,1,3,5,1,5,,,,Card Reader,,,,,,,,No response to complaint.  No response to phone calls.  no reposted to emails.  Appealing.,Appealing customer service
2019-04-23 16:09:17 UTC,2019-04-23 16:11:33 UTC,completed,mac,Safari 12.1,81c1faac-1db7-11e9-a74c-77e64e835a0f,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,8,8,5,5,5,5,NA,5,NA,5,NA,5,NA,,,,Card Reader,Invoicing,,Tools to track and analyze sales,,,,,I took my izettle with me to South Africa to use at a talk i was doing to discover it doesn't work outside of the UK!!  Which is one of the reasons i bought it,Overseas use
2019-04-23 16:17:09 UTC,2019-04-23 16:20:35 UTC,completed,android,Chrome 67.0.3396.87,31c5b3b0-46e7-11e8-8530-e804ebbd13f4,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),9,9,4,4,4,5,4,4,4,4,4,4,5,,,,Card Reader,,,,,,,,👌,All good
2019-04-23 17:33:38 UTC,2019-04-23 17:35:51 UTC,completed,mac,Chrome 73.0.3683.103,c4cbd0d0-471f-11e8-9db2-d835af776578,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Social media,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,Card Reader,,,,,,,,top job,top job
2019-04-23 17:45:45 UTC,2019-04-23 17:50:22 UTC,completed,windows,Chrome 73.0.3683.103,1c74be1e-1e34-11e9-a000-1b430b94afd7,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,can't remember,8,9,4,4,NA,4,4,3,NA,4,4,4,4,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,,,,,,,the inability to take cardholder not present payments,card holder not present
2019-04-23 17:51:56 UTC,2019-04-23 17:57:56 UTC,completed,ios,Safari 12.1,7433b350-439a-11e8-ba49-f33f7afc9d37,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,I paid for something with iZettle or saw someone else do so,8,8,4,NA,3,4,4,5,5,4,4,3,4,,,,Card Reader,Invoicing,,,Business financing,,Accounting tools,,I have a card reader in my taxi and it doesn’t show an ‘“Add Tip?” Prompt like other companies do such as paypal. That would be a  fantastic addition to us. Many more cabbies would use your system..,“Add Tip?” Prompt.
2019-04-23 18:52:55 UTC,2019-04-23 18:56:40 UTC,completed,android,Chrome 73.0.3683.90,ab497f10-1f3a-11e9-9459-f9e88b22e537,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),8,8,4,5,4,5,5,5,5,5,5,5,4,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,,,,,,,No,No
2019-04-23 20:44:03 UTC,2019-04-23 20:48:28 UTC,completed,ios,Safari 11.0,70118722-1edf-11e9-855a-777994166943,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Online ads,7,8,3,3,4,3,3,5,3,1,3,5,4,, Loyalty/CRM add-on,,,,,,,,,,I don’t appreciate the fact that I need to wait for the money so many days to appear on my account,None
2019-04-23 20:59:56 UTC,2019-04-23 21:05:32 UTC,completed,ios,Safari 12.1,8204b790-46f1-11e8-9b66-f687aa88715e,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,4,4,3,5,3,5,2,3,4,5,NA,,,,Card Reader,,,Tools to track and analyze sales,,,,,Occasionally there are problems taking payments if there has been an iPhone update.,I use my iZettle in 2 locations and have not used a docking station
2019-04-23 21:17:37 UTC,2019-04-23 21:21:00 UTC,completed,ios,Safari 12.1,62c7224e-1e39-11e9-86e8-e78b0790baee,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Television,10,10,4,4,4,4,4,4,4,2,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,,,,,,,"The charges are a bit high
If my sale keep increasing may consider a more cost effective card machine",Receipts for cash payment
2019-04-23 21:51:30 UTC,2019-04-23 21:56:10 UTC,completed,ios,Safari 12.1,c015782e-1f42-11e9-86f8-152d25b2d796,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,8,8,4,4,4,4,4,5,3,4,4,4,4,, Loyalty/CRM add-on,,,,Point-of-sale system,Tools to track and analyze sales,,,,,Na,No
2019-04-23 22:39:33 UTC,2019-04-23 22:42:51 UTC,completed,ios,Safari 12.1,3fcadf2e-1f1f-11e9-8bb1-78fea5e0a631,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,8,8,3,5,4,4,4,4,NA,4,NA,4,4,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,,,,,,,Cash deposit - takes to long - it can sometimes take 1 week depending when the weekend falls,No
2019-04-24 05:37:46 UTC,2019-04-24 05:42:08 UTC,completed,ios,Safari 12.1,4e253396-1f27-11e9-bf2d-19f8bd60be5c,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,I paid for something with iZettle or saw someone else do so,9,9,3,4,5,5,5,5,5,3,3,5,5,, Loyalty/CRM add-on,,,,,,,,,,None,I would love to have a weekly report and to be able to do a daily comparison report. All the Mondays together and on
2019-04-24 06:06:47 UTC,2019-04-24 06:09:15 UTC,completed,android,Chrome 73.0.3683.90,e8d01516-1f11-11e9-9694-3afcb9a855f5,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,8,9,3,3,3,3,NA,5,4,1,4,4,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,,,Tools to track and analyze sales,,Tools to manage inventory,,,I hadn't realised how big the fees would be if I made alot of sales. Having made £250 at a market stall only to have £40 taken away in fees is highly upsetting for a small start up business,Na
2019-04-24 15:21:52 UTC,2019-04-24 15:24:24 UTC,completed,ios,Safari 12.1,98d39bf0-47f3-11e8-ae2d-af85877fe87a,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Social media,10,10,5,5,5,5,5,5,5,4,5,5,3,,,,Card Reader,,,,,,,,Nothing,Not for my application
2019-04-24 16:28:45 UTC,2019-04-24 16:30:49 UTC,completed,ios,Safari 12.1,fbbef460-47d2-11e8-ad32-eff581d45dfd,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,5,5,5,5,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)", Loyalty/CRM add-on,Employee management tools,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,Business financing,Tools to manage inventory,Accounting tools,,Nothing so far,None for me
2019-04-24 17:28:04 UTC,2019-04-24 17:30:01 UTC,completed,ios,Safari 12.1,bad62550-47d6-11e8-9ec5-76d25a569998,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,3,5,NA,5,NA,3,4,5,5,,,,Card Reader,Invoicing,,,,,,,N/A,None
2019-04-24 18:38:52 UTC,2019-04-24 18:44:08 UTC,completed,ios,Safari 12.1,a396e5ca-2019-11e9-bc69-5e3a0db31b0b,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),9,9,5,5,4,4,3,4,NA,4,5,5,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,,,,,Accounting tools,,Not really,Sometimes it doesn’t link with our phone
2019-04-24 18:46:07 UTC,2019-04-24 18:49:49 UTC,completed,ios,Safari 12.1,76d920da-2018-11e9-9a7b-564ef139796c,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,8,8,2,5,5,5,NA,5,NA,3,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,,,Tools to manage inventory,,,Payments seem to take longer than I expected to reach my account,The trolley on the app doesnt empty after a transaction so before I put another payment through I have to go and manually delete last items
2019-04-24 19:21:50 UTC,2019-04-24 19:25:00 UTC,completed,mac,Chrome 73.0.3683.103,c2d234c0-4811-11e8-ad81-10ee2b96c95e,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,I paid for something with iZettle or saw someone else do so,10,10,5,5,3,4,NA,5,NA,4,4,5,3,,,,Card Reader,,,,,,,,I only use the basic iZettle - could probably do a lot more than i am aware of,not sure
2019-04-24 19:28:32 UTC,2019-04-24 19:32:14 UTC,completed,ios,Safari 12.0,d47e4dca-1fc6-11e9-a684-57702165d89f,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,7,7,3,5,4,4,4,3,4,4,4,4,4,, Loyalty/CRM add-on,,,,,,,,Accounting tools,,Trying to connect to card reader doesn’t always work,Nothing
2019-04-24 22:24:25 UTC,2019-04-24 22:34:03 UTC,completed,android,Chrome 73.0.3683.90,81380c18-1fe0-11e9-887d-cc681a2e66ea,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),9,10,4,5,4,4,NA,5,2,3,4,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)", Loyalty/CRM add-on,,Card Reader,,,,,,,,"One feature that would be a great help to a business such as my own would be the ability to take orders and park it aside for when a customer arrives. As we run a takeaway business we regularly receive telephone orders for collection and find that we are unable to use the Izettle app for taking the actual order since the customer pays on collection only. Of course we can take the payment when they arrive using Izettle, but if we could park the initial order that was taken over the phone it would be much more efficient and provide better business and customer experience. Thanks",As mentioned in step 6
2019-04-24 22:32:19 UTC,2019-04-24 22:41:42 UTC,completed,ios,Safari 12.1,b7dd8bba-1ff1-11e9-a1a3-55092b0a163a,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Social media,9,9,5,5,3,5,4,4,NA,5,5,4,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,Tools to manage inventory,,,"Nothing. Very impressed. But to improve going forward, 

Maybe when time and app development allows, allow those customers that are regular users with iZettle that regularly pay higher purchases to pay larger fees contactless - it’s what my customers are waiting for!",See question 6
