Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Comment avez-vous entendu parler d'iZettle ?,"2. 2. Dans l'ensemble, quel est votre niveau de satisfaction vis-à-vis d'iZettle sur une échelle de 1 à 10 ?",3. 3. Quelle est la probabilité que vous recommandiez iZettle à un ami ou à un collègue ?,"4.1. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Des lecteurs de carte","4.2. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Aux frais de transaction","4.3. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Des rapports d'activité","4.4. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : À votre compte sur my.izettle.com","4.5. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Aux virements","4.6. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : D'accepter des paiements","4.7. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : À notre communication (par ex. à propos de nouvelles fonctionnalités, trucs & astuces, mises à jour)","4.8. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Des reçus pour vos clients","4.9. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Du service client","4.10. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : À la compatibilité avec les accessoires (par ex. imprimantes, supports, lecteur de code-barres, etc.)","5. 5. Parmi les produits, services ou solutions ci-dessous, lesquels, à votre avis, iZettle pourrait proposer aux petites entreprises ?",,,,,,,,,,,6. 6. Nous essayons constamment d'agrandir et d'améliorer nos services pour nos utilisateurs. Veuillez expliquer ci-dessous si il y a quelque chose en particulier dont vous n'êtes pas satisfait :,7. 7. Nous essayons constamment d'agrandir et d'améliorer nos services pour nos utilisateurs. Veuillez expliquer ci-dessous si il y a une fonctionnalité qui vous manque dans notre service aujourd'hui :
2019-04-27 11:25:41 UTC,2019-04-27 11:28:49 UTC,completed,windows,Chrome 73.0.3683.103,61c5a06a-20ae-11e9-867b-ca3777d7dba9,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicité sur internet,8,8,5,3,3,4,3,5,4,3,NA,NA,,,,,,,,,,Aucune des réponses ci-dessus,,pas avoir ete prevenu avant une maj,ras
2019-04-27 15:28:19 UTC,2019-04-27 15:31:38 UTC,completed,android,Chrome 67.0.3396.87,cdd7e750-49e4-11e8-b794-143e012b325a,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),10,10,5,3,5,3,5,5,4,NA,5,NA,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,L'imprimante de reçu reste hors budget pour une petite entreprise comme la mienne,Aucun
2019-04-27 17:47:26 UTC,2019-04-27 17:51:05 UTC,completed,android,Chrome 73.0.3683.90,bd5e3490-49eb-11e8-b807-0c632d0c2b95,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),8,10,4,4,4,4,4,4,4,4,4,4,,,,,,,Facturation,,,,,Rien de particulier,?
2019-04-27 20:22:19 UTC,2019-04-27 20:27:36 UTC,completed,ios,Safari 11.0,57ebc2ec-2250-11e9-ba39-9ce5d15abd97,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Réseaux sociaux,8,8,4,3,4,4,5,4,4,4,4,NA,,,,,,,,,,Aucune des réponses ci-dessus,,Les payements à l’étranger.,Utilisation du lecteur à l’étranger.
2019-04-28 01:50:08 UTC,2019-04-28 01:52:29 UTC,completed,ios,Safari 12.1,94643e00-486e-11e8-8239-45769e3bf234,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),9,9,5,3,5,5,5,5,NA,3,NA,NA,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Ras,Aucunes
2019-04-28 08:21:56 UTC,2019-04-28 08:28:03 UTC,completed,ios,Safari 12.1,981e4daa-222b-11e9-a8d3-812ca5b4a1a7,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),9,10,5,3,NA,4,5,5,4,4,4,NA,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Système novateur et économique pour une petite structure comme la mienne.,Je suis plutôt pleinement satisfait
2019-04-28 15:19:24 UTC,2019-04-28 15:22:06 UTC,completed,ios,Safari 12.1,e5b7af30-4ad5-11e8-9916-b38e299c8f7e,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"J'ai utilisé, ou vu quelqu'un utiliser iZettle pour acheter quelque chose",9,10,4,4,4,4,4,4,4,4,4,5,,,,,,,Facturation,,Lecteur de carte,,,Tout est ok,Rien
2019-04-28 16:39:16 UTC,2019-04-28 16:44:37 UTC,completed,ios,Safari 12.0,c5398040-4b10-11e8-bdcd-044e4b28629f,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicité sur internet,8,8,5,4,NA,NA,5,4,2,4,NA,NA,,,,,,,,,,Aucune des réponses ci-dessus,,Satisfait,Tout va bien
2019-04-28 17:06:25 UTC,2019-04-28 17:10:25 UTC,completed,mac,Chrome 73.0.3683.103,f3732220-4b17-11e8-8cd1-9d58c38daef2,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),8,10,5,2,NA,NA,1,4,5,5,NA,NA,,Outils de suivi et d'analyse des ventes,,Outils comptables,,,Facturation,,,,,"Le délai de virement est un peu long à mon sens 
L'incompatibilité avec certaines cartes de paiement 

Sinon j'adore !",Pour moi tout va bien !
2019-04-28 19:00:19 UTC,2019-04-28 19:09:12 UTC,completed,ios,Chrome 73.0.3683.68,8a704dd4-2339-11e9-99d3-f570e6550f79,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicité sur internet,9,10,5,5,5,5,5,NA,NA,NA,NA,NA,,,,,,,,,,Aucune des réponses ci-dessus,,Il faudrait simplifier le duplicata de paiement par sms ou mail.avoir une touche sur la même page que le numéro de téléphone client.,Il faudrait simplifier le duplicata de paiement par sms ou mail.avoir une touche sur la même page que le numéro de téléphone client.
2019-04-28 19:45:31 UTC,2019-04-28 19:50:11 UTC,completed,android,Chrome 67.0.3396.87,b894bc8a-232b-11e9-95f6-a5d2b90dd99a,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Réseaux sociaux,8,8,3,1,3,3,4,2,4,2,4,4,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,"Bug de connexion du lecteur, après des mises à jour de l application",...
2019-04-28 21:14:34 UTC,2019-04-28 21:18:50 UTC,completed,ios,Safari 12.1,81561960-4b15-11e8-aff2-b72753d56e00,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicité sur internet,10,10,5,4,NA,NA,NA,NA,4,5,5,4,,Outils de suivi et d'analyse des ventes,,Outils comptables,,,Facturation,,Lecteur de carte,,,Ras,Reçu papier
2019-04-29 05:18:35 UTC,2019-04-29 05:23:55 UTC,completed,android,Chrome 74.0.3729.112,e89f2150-4a1d-11e8-8d0b-840f5178364e,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"J'ai utilisé, ou vu quelqu'un utiliser iZettle pour acheter quelque chose",8,8,4,5,4,4,5,4,4,4,4,4,,,,,,,,,Lecteur de carte,,,Rien de particulier,Rien de particulier
2019-04-29 07:01:07 UTC,2019-04-29 07:08:18 UTC,completed,android,Chrome 59.0.3071.125,f8984770-4adc-11e8-b5e1-e24ee11f5b66,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicité sur internet,10,10,5,3,5,4,4,5,4,NA,4,NA,,,,,,,,,,Aucune des réponses ci-dessus,,Rien à signaler. Petite utilisation,Rien
2019-04-29 10:16:02 UTC,2019-04-29 10:18:14 UTC,completed,ios,Safari 12.1,8ba94860-4ac5-11e8-b5b3-63ca747a82a4,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicité sur internet,9,9,5,2,4,4,4,4,4,4,5,4,,Outils de suivi et d'analyse des ventes,Fonction de gestion de la fidélisation / CRM,,,,,,,,,Np,Np
2019-04-29 10:56:01 UTC,2019-04-29 11:00:42 UTC,completed,android,Chrome 73.0.3683.90,08a15672-2302-11e9-ba8d-9a20b3b88afe,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Réseaux sociaux,10,10,5,4,5,5,5,5,5,NA,NA,NA,Outils de gestion des stocks,,Fonction de gestion de la fidélisation / CRM,Outils comptables,,,,,,,,"1,75% diminue avec la fidélité ...",Rien
2019-04-29 18:47:42 UTC,2019-04-29 18:49:50 UTC,completed,mac,Safari 11.1,4a35204e-2250-11e9-b588-81d7803d32ad,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),8,9,5,3,NA,4,5,4,4,4,NA,NA,,,,,,,,,,Aucune des réponses ci-dessus,,xxxxx,xxxxx
2019-04-29 18:53:57 UTC,2019-04-29 19:01:41 UTC,completed,windows,Chrome 73.0.3683.103,9a2d9b7c-21aa-11e9-bba0-fbcae7d19faa,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicité sur internet,9,10,4,3,5,5,5,5,5,5,NA,NA,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,sur la mise en veille et la connectivité du lecteur,"pour ma part c'est tres satisfaisant, cela me convient"
2019-04-29 22:08:55 UTC,2019-04-29 22:11:59 UTC,completed,ios,Safari 12.0,43a4b6f0-23d0-11e9-90c9-d840d74fcd44,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Par un e-mail de PayPal ,9,9,5,5,4,5,4,4,4,3,5,4,,,,Outils comptables,,,,,,,,peut être rajouter le choix paiement par chèque,Voir réponse précédente
2019-04-30 12:07:00 UTC,2019-04-30 12:11:36 UTC,completed,android,Chrome 72.0.3626.105,cba678d0-4a1a-11e8-b38a-73a7b605ae0a,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),8,8,4,4,4,4,4,4,4,4,4,4,,,,,,,,,Lecteur de carte,,,je suis satisfaction.  Pas besoin d'autres choses,ok
2019-04-30 14:54:57 UTC,2019-04-30 14:58:06 UTC,completed,windows,Firefox 66.0,7025c180-23e2-11e9-988f-c2902f4c040f,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicité sur internet,9,9,4,4,4,4,5,4,4,4,4,4,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",Facturation,,,,,Pleinement satisfaite pour mon usage.,NON
2019-04-30 15:18:06 UTC,2019-04-30 15:20:16 UTC,completed,windows,Chrome 73.0.3683.103,47a15ae0-4c7d-11e8-9e19-a888c15936fc,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicité sur internet,10,10,5,3,5,5,5,5,5,4,5,NA,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,Lecteur de carte,,,RAS,RAS
2019-04-30 15:50:22 UTC,2019-04-30 15:52:08 UTC,completed,ios,Safari 12.1,1e87b820-4c91-11e8-8f40-ca248f99e79e,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicité sur internet,10,10,5,3,4,4,5,5,5,5,5,NA,,,Fonction de gestion de la fidélisation / CRM,Outils comptables,,,Facturation,Système de point de vente,,,,Rien,Logiciel comptable caisse enregistreuse
2019-04-30 18:55:50 UTC,2019-04-30 19:00:22 UTC,completed,android,Chrome 67.0.3396.87,6cee22b0-4c5f-11e8-a85d-fbb6ef5f6dd3,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Réseaux sociaux,10,10,5,3,5,4,4,3,3,2,5,4,,,,,,,,,Lecteur de carte,,,Bon service,Pas de problème
2019-04-30 19:09:09 UTC,2019-04-30 19:11:03 UTC,completed,windows,Chrome 73.0.3683.103,0b71e2a4-2479-11e9-8848-c01ffda0ff53,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Réseaux sociaux,9,10,4,3,5,5,5,5,4,5,5,NA,,,,Outils comptables,,,,,Lecteur de carte,,,!,!
2019-04-30 19:48:32 UTC,2019-04-30 19:52:23 UTC,completed,android,Chrome 74.0.3729.112,14aff21e-248f-11e9-912f-eb2cdda181b4,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,8,8,5,3,4,4,3,5,4,4,3,NA,,,,Outils comptables,,,,,,,,Pour l instant je suis satisfait...,Comptabilité détaillé sur virement et journalier
2019-04-30 20:16:32 UTC,2019-04-30 20:21:02 UTC,completed,android,Chrome 73.0.3683.90,72d40468-248d-11e9-8df0-37b5aa113cda,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),8,8,4,5,5,5,4,4,5,5,NA,NA,,,,,,,,,,Aucune des réponses ci-dessus,,"C est déjà arrivé qu qu'il facture les clients 2fois 
Le lecteur se déconnecte seul sans réussir à  l'utiliser",Lecteur carte cheque restaurant
2019-05-01 07:11:24 UTC,2019-05-01 07:13:41 UTC,completed,mac,Safari 12.1,2cf06990-4ca8-11e8-b469-5b72ff217ed7,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,9,9,5,3,4,4,5,4,4,5,4,NA,,,,,,,,,,Aucune des réponses ci-dessus,,Tout va bien,Tout va bien
2019-05-01 08:03:36 UTC,2019-05-01 08:07:30 UTC,completed,windows,Chrome 73.0.3683.103,c872d150-4b68-11e8-ab1e-12e1e2a281fd,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicité sur internet,10,10,5,5,5,5,5,5,5,5,5,5,,Outils de suivi et d'analyse des ventes,,,,,,,Lecteur de carte,,,donner la possibilité d'appliquer différents taux de TVA,donner la possibilité d'appliquer différents taux de TVA
2019-05-01 11:11:54 UTC,2019-05-01 11:15:44 UTC,completed,mac,Safari 12.1,99ca37f0-4c88-11e8-b2eb-c8e795aaa916,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,10,10,5,5,5,5,5,5,5,5,5,NA,Outils de gestion des stocks,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,Lecteur de carte,,,sans problème,reçu en papier pour certains clients
2019-05-01 13:00:31 UTC,2019-05-01 13:02:43 UTC,completed,android,Chrome 74.0.3729.112,4e1d8862-24bd-11e9-a5b0-b837ad9515f7,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicité sur internet,9,9,4,3,4,4,5,4,4,4,4,3,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Neant,Imprimante
2019-05-01 15:25:09 UTC,2019-05-01 15:34:44 UTC,completed,windows,Chrome 74.0.3729.108,e556cc90-4c6c-11e8-8e5a-a7a6e666e069,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),8,8,4,2,5,4,4,4,3,3,3,4,Outils de gestion des stocks,,,Outils comptables,Outils de gestion du personnel,,,,,,,"Bonjour, pas de point noir dans l'ensemble, l'idéal serait de baisser le taux des frais de transaction que vous percevez :) Bien cordialement, Stéphane Plas.",Pas d'idée...
2019-05-01 15:53:33 UTC,2019-05-01 15:55:29 UTC,completed,ios,Safari 12.1,30485340-4d0d-11e8-a7ae-6eafce048f80,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"J'ai utilisé, ou vu quelqu'un utiliser iZettle pour acheter quelque chose",10,10,5,4,5,5,5,5,5,5,5,NA,Outils de gestion des stocks,,Fonction de gestion de la fidélisation / CRM,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,Lecteur de carte,,,Rien du tout,Rien
2019-05-01 16:23:56 UTC,2019-05-01 16:27:28 UTC,completed,android,Chrome 73.0.3683.90,69862d30-4cdb-11e8-92ca-acd9c226b6f8,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"J'ai utilisé, ou vu quelqu'un utiliser iZettle pour acheter quelque chose",9,10,5,3,3,4,4,4,4,2,3,4,,,,,,,,,Lecteur de carte,,,"Une possibilité de paiement en plusieurs fois 

Une récupération des contact du téléphone pour les reçus par sms",Paiement en plusieurs fois
2019-05-01 19:31:02 UTC,2019-05-01 19:33:14 UTC,completed,ios,Safari 12.1,d7b3c990-2587-11e9-a5d6-fe7358657046,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,9,10,5,2,5,5,5,5,4,4,NA,4,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Rien,Na
2019-05-02 06:44:28 UTC,2019-05-02 06:47:49 UTC,completed,windows,Chrome 73.0.3683.103,a14ff816-2540-11e9-90c4-490dd06af780,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicité sur internet,9,10,5,4,4,4,4,5,4,4,4,NA,,,,,,,,,Lecteur de carte,,,"selon le réseau, difficultés à connecter le lecteur à l'application, mais ce n'est pas votre faute ;)",ras
2019-05-02 07:32:07 UTC,2019-05-02 07:36:58 UTC,completed,windows,Firefox 66.0,74dfa56c-2593-11e9-9e1e-c14c450f45fc,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),7,7,5,5,3,5,5,5,3,5,3,5,,,,,,,,,Lecteur de carte,,,"La connexion avec mon mobile n'est pas toujours spontanée. Le fait est peut-être que je suis taxi, et que la qualité de la connexion n'est pas la même selon les endroits.",non
2019-05-02 13:25:20 UTC,2019-05-02 13:27:21 UTC,completed,windows,Chrome 73.0.3683.103,55d3bf12-254a-11e9-9153-2587abcff98c,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Réseaux sociaux,9,8,4,2,5,5,5,5,4,5,NA,NA,Outils de gestion des stocks,Outils de suivi et d'analyse des ventes,Fonction de gestion de la fidélisation / CRM,Outils comptables,Outils de gestion du personnel,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",Facturation,Système de point de vente,Lecteur de carte,,,Frais de transactions un peu élevé à mon goût mais sinon au top ! :),Rien qui ne me vienne
2019-05-02 14:42:51 UTC,2019-05-02 14:47:07 UTC,completed,ios,Safari 9.0,1f58e340-4c6f-11e8-9c4d-848074d93875,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"J'ai utilisé, ou vu quelqu'un utiliser iZettle pour acheter quelque chose",8,10,5,2,5,4,5,4,4,1,5,4,Outils de gestion des stocks,Outils de suivi et d'analyse des ventes,Fonction de gestion de la fidélisation / CRM,Outils comptables,Outils de gestion du personnel,,,,,,,"Je suis surprises car j ai reçu un mail me demandant de changer de portable pour le 25 août 
Quel gachi cela marche bien pour l instant",Non
2019-05-02 15:33:18 UTC,2019-05-02 15:35:59 UTC,completed,ios,Safari 12.0,a0e75790-4e0c-11e8-b7db-ef26d50ef2c5,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Télévision,8,8,4,3,4,4,4,4,4,4,4,3,,,,Outils comptables,,,,,,,,Le rafraîchissement des encaissements est un poil lent,4G
2019-05-02 19:19:29 UTC,2019-05-02 19:22:43 UTC,completed,mac,Safari 12.1,61ca7810-4dd2-11e8-b000-459e3c4b63c9,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),9,10,5,4,5,5,5,5,NA,3,5,NA,,,,,,,,,,Aucune des réponses ci-dessus,,SUPER,NON
2019-05-03 06:52:29 UTC,2019-05-03 06:55:32 UTC,completed,mac,Firefox 66.0,cced491a-2626-11e9-b6be-3da2117714d9,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,7,8,4,2,4,4,5,4,3,4,NA,NA,Outils de gestion des stocks,Outils de suivi et d'analyse des ventes,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,"Dommage qu'on ne puisse pas saisir dans iZettle Go les paiements par chéque ,cela permettrait d'avoir un aperçu complet des ventes sur un seul outil.","Cf. point précédent : saisie des paiements CB, espèces et _chèques_"
2019-05-03 15:19:07 UTC,2019-05-03 15:22:38 UTC,completed,android,Chrome 74.0.3729.112,6bd0edb0-4ee2-11e8-8b1b-a8d06ecb13ba,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),10,10,5,3,4,NA,5,5,NA,5,NA,NA,,,,Outils comptables,,,,,,,,Les frais importants,Rien
2019-05-03 15:19:22 UTC,2019-05-03 15:22:58 UTC,completed,android,Chrome 71.0.3578.99,ae246d80-4f24-11e8-9dae-1b9090f88319,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,10,10,5,2,5,5,5,5,3,5,5,5,,,Fonction de gestion de la fidélisation / CRM,Outils comptables,Outils de gestion du personnel,,,,,,,Lors des mises à jour parfois c'est compliqué de se connecter et d'encaisser le client....,Détail complet de l'activité
2019-05-03 16:10:42 UTC,2019-05-03 16:14:23 UTC,completed,android,Chrome 73.0.3683.90,a6b606d0-4ee3-11e8-978b-64f06d590618,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,10,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,Aucune des réponses ci-dessus,,J'utilise toujours et seulement le lecteur de carte,Bonne application
2019-05-03 17:30:32 UTC,2019-05-03 17:33:49 UTC,completed,windows,Chrome 74.0.3729.131,dc9d5700-4e96-11e8-9d83-e5832ae3a3fc,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),8,8,4,3,2,2,4,4,2,4,4,NA,,,,,,,,Système de point de vente,,,,Je souhaiterais avoir un récapitulatif mensuel des paiements afin de ma faciliter mes enregistrements comptables.,voir question précédente
2019-05-03 18:58:12 UTC,2019-05-03 19:01:46 UTC,completed,ios,Safari 12.1,fb165e72-2701-11e9-8fe5-8a0f37dd46dc,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),9,9,4,3,4,4,3,4,4,4,3,4,,,,,,,,Système de point de vente,,,,Satisfait dans l’ensemble,Ras
2019-05-03 21:38:43 UTC,2019-05-03 21:42:07 UTC,completed,mac,Safari 10.1.2,0653c270-4ee5-11e8-a2f7-d8106bc5d9c7,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicité sur internet,8,8,4,3,4,5,5,4,4,5,5,4,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Impossibilité de débiter une carte virtuelle sur le terminal,carte virtuelle sans passer par Istripe
2019-05-03 22:27:55 UTC,2019-05-03 22:33:03 UTC,completed,windows,Chrome 49.0.2623.112,dfe7932e-2688-11e9-894a-f8c378e66632,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),7,8,5,1,3,4,4,NA,4,NA,NA,NA,,,,,,,,,,Aucune des réponses ci-dessus,,"Pas d'historique des virements dans l'appli smartphone
2.5%de frais pour les paiements en ligne : cela me bloque, c'est trop",Le nom du titulaire de la carte
2019-05-04 15:18:04 UTC,2019-05-04 15:20:09 UTC,completed,windows,Chrome 74.0.3729.131,6cfe6860-4f6a-11e8-a79f-15c1d3c9ece0,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),10,10,NA,3,4,5,3,5,4,4,NA,NA,,,,,,,,,,Aucune des réponses ci-dessus,,Tout est nikel !,Aucune
2019-05-04 15:39:09 UTC,2019-05-04 15:41:56 UTC,completed,mac,Chrome 49.0.2623.112,61022c00-4fb4-11e8-99e2-db3a7a05b4eb,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,10,10,5,4,4,5,5,5,5,5,5,4,Outils de gestion des stocks,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",Facturation,,Lecteur de carte,,,tres satisfaite,non
2019-05-04 17:25:22 UTC,2019-05-04 17:28:41 UTC,completed,ios,Safari 12.1,c337b940-4fa4-11e8-9c72-c5276353d99d,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,10,10,5,5,5,5,5,5,5,5,5,5,Outils de gestion des stocks,,Fonction de gestion de la fidélisation / CRM,,,,Facturation,,Lecteur de carte,,,Tout est bien contente,Le stockage
2019-05-04 19:23:08 UTC,2019-05-04 19:26:18 UTC,completed,ios,Safari 12.1,abb8fa4e-27d6-11e9-bdb5-34db4acb9397,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Réseaux sociaux,10,10,5,3,5,5,5,5,5,5,5,5,,,,,,,Facturation,,,,,Aucune remarque ou insatisfaction.,Imprime ticket sur le boîtier de paiement serais le top pour donner les tickets directement.
